Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Streams of Whiskey,The Pogues,Red Roses for Me (Expanded Edition), 1985,152959,4,0.601,0.896,2,-8.769,1,0.0326,0.00575,0.00000131,0.314,0.969,137.809,41
The Irish Rover (feat. The Dubliners),The Pogues,If I Should Fall from Grace with God (Expanded Edition), 1987,248279,4,0.55,0.788,7,-9.722,1,0.0401,0.0125,0.000686,0.337,0.962,140.311,40
The Sick Bed of Cuchulainn,The Pogues,Rum Sodomy & The Lash (Expanded Edition), 1985,180346,3,0.546,0.918,5,-9.237,1,0.0762,0.0971,0.00000111,0.25,0.355,140.409,40
Whiskey in the Jar,The Pogues,Hell's Ditch (Expanded Edition), 1987,161773,4,0.576,0.779,9,-10.014,1,0.0578,0.0287,0,0.162,0.728,144.171,44
"Hi Mom, It's Me!",The Queers,Love Songs For the Retarded, 1996,58440,4,0.41,0.937,9,-3.959,1,0.231,0.00091,0.00000528,0.166,0.278,145.981,15
I Can't Get Over You,The Queers,Don't Back Down, 1996,176586,4,0.455,0.829,7,-4.863,1,0.0307,0.0407,0.737,0.454,0.801,142.6,18
Punk Rock Girls,The Queers,Summer Hits No. One, 1996,157880,4,0.474,0.816,7,-4.605,1,0.0318,0.00194,0,0.106,0.872,150.437,31
See You Later Fuckface,The Queers,Pleasant Screams, 1996,118520,4,0.509,0.955,7,-4.686,1,0.0357,0.000553,0.000101,0.31,0.827,98.961,41
You're Tripping,The Queers,Love Songs For the Retarded, 1996,111280,4,0.442,0.95,4,-3.351,1,0.0957,0.0000122,0.00106,0.269,0.567,146.488,26
Alex Chilton,The Replacements,Pleased to Meet Me, 1987,195706,4,0.449,0.786,9,-13.618,1,0.0409,0.00513,0.0000546,0.341,0.781,165.532,26
Androgynous,The Replacements,Let It Be (Expanded), 1984,190853,4,0.476,0.361,11,-9.312,1,0.0287,0.518,0,0.0817,0.389,106.484,43
Bastards of Young,The Replacements,Tim, 1985,217066,4,0.411,0.956,4,-5.447,1,0.159,0.0245,0,0.371,0.311,142.926,25
Can't Hardly Wait - 2008 Remaster,The Replacements,Pleased to Meet Me (Expanded), 2008,188146,4,0.538,0.814,2,-7.06,1,0.0526,0.03,0.00000248,0.114,0.58,141.256,54
Here Comes a Regular,The Replacements,Tim, 1985,286573,4,0.455,0.363,6,-11.368,1,0.0292,0.322,0,0.108,0.138,131.783,27
I'll Be You,The Replacements,Don't Tell a Soul, 1989,209293,4,0.592,0.844,7,-6.369,1,0.0307,0.00568,0.00000406,0.344,0.593,129.437,24
Kiss Me on the Bus,The Replacements,Tim, 1984,173466,4,0.421,0.946,11,-6.136,0,0.0997,0.0497,0,0.319,0.484,165.546,28
Left of the Dial,The Replacements,Tim, 1985,222866,4,0.247,0.971,9,-4.895,1,0.136,0.00508,0.00634,0.281,0.248,150.648,23
Swingin Party - 2008 Remaster,The Replacements,Tim (Expanded), 2008,233573,4,0.647,0.69,6,-8.657,0,0.0454,0.0224,0,0.147,0.682,117.514,53
Unsatisfied,The Replacements,Let It Be (Expanded), 1984,241773,4,0.529,0.811,0,-7.343,1,0.0318,0.0481,0.000358,0.367,0.438,121.259,40
American Nights,The Runaways,The Runaways, 1977,195706,4,0.679,0.72,11,-9.113,1,0.0338,0.0219,0.000795,0.319,0.893,143.901,24
Born To Be Bad,The Runaways,Queens Of Noise, 1977,271120,4,0.34,0.661,11,-6.437,0,0.0542,0.433,0.107,0.134,0.463,142.909,19
Cherry Bomb,The Runaways,The Runaways, 1976,138706,4,0.501,0.813,11,-8.192,1,0.0639,0.0455,0.0000475,0.131,0.495,136.59,67
I Love Playin' With Fire,The Runaways,Queens Of Noise, 1977,201213,4,0.279,0.761,9,-6.241,1,0.054,0.08,0.00739,0.314,0.621,136.904,35
Midnight Music,The Runaways,Queens Of Noise, 1977,172226,4,0.341,0.921,0,-6.192,1,0.194,0.0655,0,0.3,0.397,114.072,16
Neon Angels On The Road To Ruin,The Runaways,Queens Of Noise, 1977,208333,4,0.235,0.801,2,-6.638,1,0.0716,0.16,0.738,0.332,0.779,164.831,25
Queens Of Noise,The Runaways,Queens Of Noise, 1977,208586,4,0.459,0.855,4,-5.7,1,0.121,0.0891,0.00000365,0.276,0.64,123.539,34
School Days,The Runaways,Waitin' For The Night, 1977,173226,4,0.45,0.871,9,-6.963,1,0.0657,0.076,0.0974,0.172,0.66,152.073,32
"Wild Thing - Live In Tokyo Japan, 1977",The Runaways,The Runaways - The Mercury Albums Anthology, 1977,227933,4,0.429,0.82,9,-9.548,1,0.153,0.0133,0.0639,0.863,0.659,131.935,16
Animal Space / Spacier,The Slits,Return of the Giant Slits, 1979,400906,4,0.529,0.86,11,-6.771,0,0.0621,0.00466,0.0265,0.797,0.509,109.41,9
"Earthbeat (7"" Version)",The Slits,Return of the Giant Slits, 1979,230186,4,0.709,0.816,6,-6.33,0,0.0928,0.00293,0.00447,0.0862,0.753,143.29,21
I Heard It Through The Grapevine,The Slits,Cut (Deluxe Edition), 1981,238720,4,0.714,0.665,11,-8.213,0,0.198,0.000486,0.539,0.0728,0.885,129.924,48
Shoplifting,The Slits,Cut (Deluxe Edition), 1979,95960,4,0.526,0.593,11,-8.907,0,0.297,0.000153,0.0000664,0.116,0.721,104.12,26
Typical Girls,The Slits,Cut (Deluxe Edition), 1979,235653,4,0.488,0.714,9,-9.835,1,0.0432,0.0000243,0.6,0.0672,0.726,157.604,41
A Message to You Rudy - 2015 Remaster,The Specials,The Specials (Deluxe Version), 2015,172920,4,0.903,0.452,0,-8.491,1,0.0505,0.105,0.0000518,0.27,0.969,102.742,64
Concrete Jungle - 2015 Remaster,The Specials,The Specials (Deluxe Version), 2015,200013,4,0.569,0.934,0,-5.737,1,0.0485,0.0577,0.0463,0.0676,0.96,157.875,38
Do Nothing,The Specials,"Stereo-Typical: A's, B's & Rarities", 1980,221253,4,0.551,0.751,5,-5.822,0,0.152,0.149,0.00196,0.306,0.854,83.158,40
Enjoy Yourself (It's Later Than You Think) - 2015 Remaster,The Specials,More Specials (Deluxe Version), 2015,221320,4,0.439,0.876,7,-6.829,1,0.063,0.0846,0.000821,0.395,0.866,154.861,41
Ghost Town,The Specials,"Stereo-Typical: A's, B's & Rarities", 1981,219306,4,0.664,0.765,10,-9.454,0,0.0507,0.0493,0.333,0.113,0.907,73.676,62
Little Bitch,The Specials,Too Much Too Young, 1980,151933,4,0.683,0.89,7,-9.187,0,0.0468,0.118,0.000973,0.0474,0.96,80.599,22
Nite Klub - 2015 Remaster,The Specials,The Specials (Deluxe Version), 2015,203693,4,0.579,0.816,9,-8.235,1,0.158,0.273,0.00247,0.311,0.954,79.724,39
Rat Race,The Specials,Too Much Too Young, 1980,189333,4,0.521,0.796,1,-9.309,0,0.0592,0.396,0.000257,0.343,0.876,149.487,47
Too Much Too Young - 2015 Remaster,The Specials,The Specials (Deluxe Version), 2015,366760,4,0.79,0.595,2,-8.316,1,0.0488,0.0243,0.104,0.304,0.838,133.418,50
1969 - 2019 Remaster,The Stooges,The Stooges, 2019,247840,4,0.485,0.829,2,-5.251,1,0.0524,0.000176,0.0229,0.178,0.726,106.98,42
Down on the Street - 2005 Remaster,The Stooges,Fun House (Deluxe Edition), 2005,223760,4,0.591,0.746,2,-7.066,1,0.0265,0.000107,0.527,0.195,0.857,131.377,46
Gimme Danger [2023 Remaster] - Bowie Mix,The Stooges,Raw Power (50th Anniversary Legacy Edition), 2023,211191,4,0.453,0.602,3,-11.505,0,0.0431,0.0101,0.409,0.143,0.373,131.796,41
I Wanna Be Your Dog,The Stooges,The Stooges, 1969,188560,4,0.527,0.871,4,-8.708,1,0.0354,0.0229,0.155,0.419,0.107,120.722,55
No Fun - 2019 Remaster,The Stooges,The Stooges, 2019,318213,4,0.586,0.772,9,-4.732,1,0.0292,0.00557,0.0346,0.137,0.727,122.531,40
Raw Power [2023 Remaster] - Iggy Mix,The Stooges,Raw Power (Iggy Mix - 2023 Remaster), 2023,256760,4,0.389,0.973,0,-6.299,1,0.172,0.175,0.00012,0.116,0.372,154.637,36
Search and Destroy [2023 Remaster] - Iggy Mix,The Stooges,Raw Power (Iggy Mix - 2023 Remaster), 2023,210056,4,0.265,0.845,1,-8.397,0,0.0851,0.0627,0.0794,0.173,0.307,152.888,45
T.V. Eye,The Stooges,Funhouse, 1970,257240,4,0.406,0.95,2,-14.048,1,0.0388,0.000691,0.397,0.469,0.364,132.731,38
(Get A) Grip [on Yourself] - 1996 Remaster,The Stranglers,Rattus Norvegicus, 1996,239986,4,0.521,0.854,7,-9.245,1,0.046,0.000909,0.108,0.106,0.777,141.847,37
Always The Sun - Sunny Side Up Mix,The Stranglers,10, 1986,243053,4,0.561,0.868,2,-4.146,1,0.0464,0.00585,0.0275,0.105,0.795,133.362,53
Five Minutes,The Stranglers,Off the Beaten Track, 1982,199173,4,0.39,0.968,6,-11.571,1,0.0567,0.0665,0.0000385,0.121,0.36,147.193,3
Golden Brown,The Stranglers,La Folie, 1981,206760,3,0.562,0.383,6,-15.474,1,0.0304,0.143,0.124,0.138,0.599,93.764,68
Hanging Around - 1996 Remaster,The Stranglers,Rattus Norvegicus, 1996,265400,4,0.598,0.75,0,-6.76,1,0.0433,0.00599,0.000789,0.117,0.833,132.418,42
Let Me Down Easy,The Stranglers,Aural Sculpture, 1980,250813,4,0.635,0.566,9,-10.245,1,0.0285,0.00681,0.00972,0.0681,0.793,127.908,34
"Nice in Nice - 7"" Edit",The Stranglers,Dreamtime, 1981,233453,4,0.534,0.867,9,-9.634,1,0.047,0.000059,0.00458,0.038,0.689,141.438,21
No More Heroes - 1996 Remaster,The Stranglers,No More Heroes, 1996,207440,4,0.293,0.933,0,-8.082,1,0.0701,0.000109,0.145,0.336,0.837,150.994,50
Peaches,The Stranglers,The Collection 1977-1982, 1977,247080,4,0.569,0.577,10,-9.719,0,0.0699,0.00877,0.00913,0.0758,0.961,71.707,39
Get Over You,The Undertones,The Undertones, 1978,165720,4,0.311,0.843,1,-7.954,0,0.0778,0.0000632,0.00000186,0.297,0.145,173.248,25
Here Comes the Summer,The Undertones,The Undertones, 1979,99440,4,0.298,0.804,9,-4.16,1,0.0583,0.0102,0.00603,0.18,0.648,184.338,26
My Perfect Cousin,The Undertones,Hypnotised, 1980,158160,4,0.508,0.834,9,-10.609,1,0.0539,0.00401,0.00226,0.126,0.354,158.653,23
Teenage Kicks,The Undertones,The Undertones, 1978,148480,4,0.415,0.782,2,-6.745,1,0.0461,0.0011,0,0.14,0.563,135.029,44
You've Got My Number (Why Don't You Use It!),The Undertones,You've Got My Number (Why Don't You Use It!), 1979,160093,4,0.457,0.751,4,-8.627,1,0.0379,0.00000748,0.247,0.223,0.874,151.197,23
An Idea For A Movie,The Vandals,"Hitler Bad, Vandals Good", 1982,159093,4,0.565,0.925,2,-5.79,1,0.0965,0.0108,0,0.15,0.644,101.785,34
Anarchy Burger (Hold The Government),The Vandals,Peace Thru Vandalism (Deluxe Edition), 1982,113888,4,0.394,0.98,9,-6.253,1,0.136,0.000997,0,0.27,0.144,140.384,36
Don't Stop Me Now,The Vandals,Hollywood Potato Chip, 1982,171680,4,0.556,0.986,5,-3.667,1,0.205,0.147,0,0.0905,0.301,97.592,38
Euro-Barge,The Vandals,"Hitler Bad, Vandals Good", 1982,113960,4,0.488,0.988,11,-4.787,0,0.146,0.00464,0,0.0445,0.614,163.896,38
Happy Birthday To Me,The Vandals,Live Fast Diarrhea, 1982,130226,4,0.547,0.966,2,-7.384,1,0.0916,0.0342,0.0000193,0.339,0.471,136.719,21
I Have a Date - Originally Performed By The Simpletones,The Vandals,Live Fast Diarrhea, 1982,133520,4,0.558,0.921,0,-6.849,1,0.0478,0.00217,0.000175,0.389,0.825,105.778,32
My Girlfriend's Dead,The Vandals,The Ultimate Skate Punk Album Vol.2, 1982,160893,4,0.548,0.933,10,-5.993,1,0.0942,0.00776,0,0.0857,0.629,167.55,1
The Legend of Pat Brown,The Vandals,Peace Thru Vandalism, 1982,208040,4,0.388,0.914,7,-9.512,1,0.047,0.000496,0,0.234,0.464,102.825,22
Urban Struggle,The Vandals,Peace Thru Vandalism (Deluxe Edition), 1982,228611,4,0.274,0.973,2,-6.275,1,0.0637,0.00424,0,0.204,0.365,136.654,33
"Baby, Baby - Live",The Vibrators,Pure Mania, 1980,219760,4,0.6,0.713,4,-11.164,1,0.0355,0.0289,0.00103,0.157,0.763,110.356,26
We Vibrate,The Vibrators,We Vibrate, 1979,128653,4,0.447,0.948,6,-4.995,0,0.05,0.176,0.00145,0.554,0.966,158.308,23
Whips and Furs,The Vibrators,Pure Mania, 1979,133173,4,0.417,0.833,4,-11.525,1,0.0806,0.00543,0.00000768,0.143,0.906,168.802,32
Get Free,The Vibrators,Highly Evolved, 1979,126573,4,0.5,0.978,7,-3.278,1,0.065,0.000163,0.00000127,0.287,0.602,138.802,58
C.I.D.,U.K. Subs,Another Kind of Blues, 1979,131920,4,0.436,0.798,9,-7.031,1,0.0649,0.0014,0.244,0.0726,0.895,177.66,27
Emotional Blackmail,U.K. Subs,Brand New Age, 1980,163346,4,0.272,0.922,4,-5.907,0,0.111,0.000495,0.853,0.18,0.546,200.544,22
I Live in a Car,U.K. Subs,Another Kind of Blues, 1979,96413,4,0.249,0.775,11,-7.502,0,0.0455,0.000425,0.0194,0.0687,0.837,186.034,19
Killer,U.K. Subs,Another Kind of Blues, 1980,89333,4,0.392,0.933,4,-5.391,1,0.0843,0.00922,0.00289,0.125,0.548,176.821,18
Party in Paris,U.K. Subs,Diminished Responsibility, 1980,173840,4,0.483,0.961,5,-6.119,1,0.0693,0.018,0,0.0593,0.488,94.598,18
Stranglehold,U.K. Subs,Another Kind of Blues, 1980,117360,4,0.678,0.876,2,-6.017,1,0.0322,0.0273,0.000002,0.0741,0.96,119.166,31
Tomorrows Girls,U.K. Subs,Another Kind of Blues, 1981,143773,4,0.454,0.774,2,-7.349,1,0.044,0.0307,0.0269,0.08,0.91,170.668,29
Warhead,U.K. Subs,Brand New Age, 1980,201560,4,0.469,0.817,4,-6.632,0,0.0534,0.000809,0.829,0.104,0.387,141.015,29
Dot Dash,Wire,Dot Dash, 1980,145339,4,0.561,0.878,4,-7.8,1,0.051,0.538,0,0.134,0.531,104.108,26
Ex Lion Tamer - 2006 Remastered Version,Wire,Pink Flag (2006 Remastered Version), 2006,139693,4,0.343,0.855,2,-4.666,1,0.0854,0.251,0.000595,0.224,0.68,161.854,44
Heartbeat - 2006 Remastered Version,Wire,Chairs Missing (2006 Remastered Version), 2006,198120,4,0.772,0.112,4,-19.363,1,0.149,0.924,0.868,0.073,0.176,100.408,31
I Am the Fly - 2006 Remastered Version,Wire,Chairs Missing (2006 Remastered Version), 2006,189586,4,0.664,0.915,4,-5.797,1,0.0335,0.0792,0,0.0748,0.518,118.769,33
Map Ref 41 Degrees N 93 Degrees W - 2006 Remastered Version,Wire,154 (2006 Remastered Version), 2006,220413,4,0.422,0.894,7,-5.22,1,0.0667,0.439,0.0000147,0.339,0.798,140.729,33
Mr Suit - 2006 Remastered Version,Wire,Pink Flag (2006 Remastered Version), 2006,85333,4,0.608,0.942,2,-6.415,1,0.0407,0.205,0.00043,0.153,0.963,118.595,28
Outdoor Miner - 2006 Remastered Version,Wire,Chairs Missing (2006 Remastered Version), 2006,104506,4,0.568,0.636,4,-8.862,1,0.0297,0.431,0.00000302,0.492,0.71,124.37,43
The 15th - 2006 Remastered Version,Wire,154 (2006 Remastered Version), 2006,185306,4,0.517,0.854,9,-5.694,1,0.0298,0.381,0.00766,0.123,0.628,124.421,37
Three Girl Rhumba - 2006 Remastered Version,Wire,Pink Flag (2006 Remastered Version), 2006,83733,4,0.937,0.479,4,-8.739,1,0.106,0.157,0.000289,0.0666,0.975,120.615,44
Breathless,X,More Fun in the New World, 1980,138040,4,0.501,0.808,0,-6.104,1,0.0406,0.117,0.000118,0.302,0.847,99.25,30
I Must Not Think Bad Thoughts,X,More Fun in the New World, 1983,255066,4,0.549,0.692,9,-7.027,1,0.0349,0.441,0.0000241,0.0849,0.454,124.667,33
Johny Hit and Run Paulene,X,Los Angeles, 1980,170800,4,0.477,0.907,4,-5.688,0,0.0259,0.00152,0.000204,0.36,0.681,98.991,35
Los Angeles,X,Los Angeles (2019 Remaster), 1980,144821,4,0.608,0.791,7,-5.441,1,0.0306,0.0871,0.00000181,0.0868,0.722,92.743,47
Poor Girl,X,More Fun in the New World, 1983,173960,3,0.438,0.691,7,-7.162,1,0.0282,0.194,0,0.112,0.941,103.568,39
We're Desperate,X,Wild Gift (2019 Remaster), 1980,120061,4,0.638,0.777,2,-6.501,1,0.0683,0.0133,0.0000152,0.264,0.685,132.934,22
White Girl,X,Wild Gift, 1980,207333,4,0.349,0.639,0,-6.702,1,0.0269,0.0017,0.000694,0.329,0.648,136.426,27
Art-I-Ficial,X-Ray Spex,Germ Free Adolescents, 1978,204893,4,0.454,0.947,2,-3.711,0,0.127,0.0693,0.00165,0.0972,0.743,158.93,26
Germ Free Adolescents,X-Ray Spex,Live @ The Roundhouse London 2008, 1978,196533,4,0.347,0.854,7,-3.736,1,0.0963,0.0117,0.272,0.623,0.383,132.16,12
Highly Inflammable - Bonus Track,X-Ray Spex,Germ Free Adolescents, 1978,155346,4,0.561,0.567,0,-6.315,1,0.0293,0.151,0.000252,0.0715,0.824,140.391,15
I Am a Poseur,X-Ray Spex,Germ Free Adolescents, 1978,153453,4,0.516,0.895,2,-5.822,0,0.0486,0.000568,0.361,0.101,0.747,98.031,43
"I Can't Do Anything (Recorded Live at The Roxy, London, 2 April 1977)",X-Ray Spex,Live at the Roxy Club, 1977,179600,4,0.483,0.537,2,-8.185,1,0.0393,0.815,0.137,0.0965,0.555,78.771,5
Identity,X-Ray Spex,Germ Free Adolescents, 1978,145506,4,0.458,0.944,2,-4.607,1,0.0366,0.0181,0.00000446,0.0764,0.797,154.855,35
Oh Bondage Up Yours!,X-Ray Spex,Live @ The Roundhouse London 2008, 1978,183186,4,0.138,0.937,2,-2.436,1,0.0984,0.0273,0.821,0.903,0.291,174.391,34
Plastic Bag,X-Ray Spex,Germ Free Adolescents, 1978,293920,4,0.427,0.904,9,-3.648,1,0.0655,0.0521,0.00931,0.355,0.405,117.866,23
The Day the World Turned Day-Glo,X-Ray Spex,Germ Free Adolescents, 1978,172746,4,0.518,0.913,9,-4.574,1,0.055,0.0325,0.000342,0.101,0.881,149.836,27
Warrior in Woolworths,X-Ray Spex,Germ Free Adolescents, 1978,187826,4,0.412,0.813,3,-4.066,1,0.0471,0.0741,0.00000779,0.143,0.841,150.346,22
