Title,Average Rating,Director,Metascore
Chinatown,8.1,Roman Polanski,92.0
12 Years a Slave,8.1,Steve McQueen,96.0
"Monsters, Inc.",8.1,"Pete Docter, David Silverman, Lee Unkrich",79.0
Before Sunrise,8.1,Richard Linklater,78.0
"Lock, Stock and Two Smoking Barrels",8.1,Guy Ritchie,67.0
Les diaboliques,8.1,Henri-Georges Clouzot,
In the Mood for Love,8.1,Kar-Wai Wong,87.0
Barry Lyndon,8.1,Stanley Kubrick,89.0
Portrait of a Lady on Fire,8.1,Céline Sciamma,95.0
Raging Bull,8.1,Martin Scorsese,90.0
Ben-Hur,8.1,William Wyler,90.0
Relatos Salvajes,8.1,Damián Szifron,77.0
Gran Torino,8.1,Clint Eastwood,73.0
Eiga Koe No Katachi,8.1,"Taichi Ishidate, Naoko Yamada",78.0
Room,8.1,Lenny Abrahamson,86.0
La haine,8.1,Mathieu Kassovitz,
The Third Man,8.1,Carol Reed,97.0
My Neighbour Totoro,8.1,Hayao Miyazaki,87.0
The Iron Giant,8.1,Brad Bird,85.0
What Is a Woman?,8.1,Justin Folk,
Hachi: A Dog's Tale,8.1,Lasse Hallström,
In the Name of the Father,8.1,Jim Sheridan,84.0
Det Sjunde Inseglet,8.1,Ingmar Bergman,88.0
Before Sunset,8.1,Richard Linklater,91.0
On the Waterfront,8.1,Elia Kazan,91.0
Network,8.1,Sidney Lumet,83.0
Scrooge,8.1,Brian Desmond Hurst,
Rebecca,8.1,Alfred Hitchcock,86.0
The Red Shoes,8.1,"Michael Powell, Emeric Pressburger",
Mary and Max,8.1,Adam Elliot,72.0
The Best Years of Our Lives,8.1,William Wyler,93.0
The Bridge on the River Kwai,8.1,David Lean,88.0
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",8.1,"Hideaki Anno, Kazuya Tsurumaki",
Hotel Rwanda,8.1,Terry George,79.0
The Man Who Shot Liberty Valance,8.1,John Ford,94.0
The Miracle Worker,8.1,Arthur Penn,83.0
Fanny Och Alexander,8.1,Ingmar Bergman,100.0
It Happened One Night,8.1,Frank Capra,87.0
All Quiet on the Western Front,8.1,Lewis Milestone,91.0
Paper Moon,8.1,Peter Bogdanovich,77.0
The Grapes of Wrath,8.1,John Ford,96.0
PK,8.1,Rajkumar Hirani,
Trois Couleurs: Rouge,8.1,Krzysztof Kieslowski,100.0
La battaglia di Algeri,8.1,Gillo Pontecorvo,96.0
Free Solo,8.1,"Jimmy Chin, Elizabeth Chai Vasarhelyi",83.0
Le Salaire De La Peur,8.1,Henri-Georges Clouzot,85.0
Smultronstället,8.1,Ingmar Bergman,88.0
Tokyo Story,8.1,Yasujirô Ozu,100.0
White Heat,8.1,Raoul Walsh,89.0
Mr. Smith Goes to Washington,8.1,Frank Capra,73.0
Bajrangi Bhaijaan,8.1,Kabir Khan,
Yi Yi,8.1,Edward Yang,94.0
Ba wang bie ji,8.1,Kaige Chen,84.0
Z,8.1,Costa-Gavras,86.0
The Last Waltz,8.1,Martin Scorsese,84.0
La passion de Jeanne d'Arc,8.1,Carl Theodor Dreyer,98.0
My Octopus Teacher,8.1,"Pippa Ehrlich, James Reed",82.0
Blackfish,8.1,Gabriela Cowperthwaite,83.0
Sholay,8.1,Ramesh Sippy,
Mohammed Messenger of God,8.1,Moustapha Akkad,
Nae Meorisokui Jiwoogae,8.1,"Park Kyung-Jin, John H. Lee, Kim Tae-won",
To Be or Not to Be,8.1,Ernst Lubitsch,86.0
Inherit the Wind,8.1,Stanley Kramer,75.0
Ace in the Hole,8.1,Billy Wilder,72.0
Army of Shadows,8.1,Jean-Pierre Melville,99.0
Sunrise: A Song of Two Humans,8.1,F.W. Murnau,95.0
Barfi!,8.1,Anurag Basu,
Ookami Kodomo No Ame to Yuki,8.1,Mamoru Hosoda,76.0
The General,8.1,"Clyde Bruckman, Buster Keaton",
Munna Bhai M.B.B.S.,8.1,Rajkumar Hirani,
Lagaan: Once Upon a Time in India,8.1,Ashutosh Gowariker,84.0
OMG: Oh My God!,8.1,Umesh Shukla,
The First Slam Dunk,8.1,Takehiko Inoue,79.0
Le notti di Cabiria,8.1,Federico Fellini,
The Gold Rush,8.1,Charles Chaplin,
Miracle in Cell No.7,8.1,Hwan-kyung Lee,
Höstsonaten,8.1,Ingmar Bergman,
Where Is the Friend's House?,8.1,Abbas Kiarostami,
The Twilight Samurai,8.1,Yôji Yamada,82.0
A Wednesday,8.1,Neeraj Pandey,
Masaan,8.1,Neeraj Ghaywan,
Dom za vesanje,8.1,Emir Kusturica,
Faust,8.1,F.W. Murnau,
Krótki film o milosci,8.1,Krzysztof Kieslowski,
The Grand Illusion,8.1,Jean Renoir,
Still,8.1,Davis Guggenheim,78.0
Raise the Red Lantern,8.1,Yimou Zhang,
A Special Day,8.1,Ettore Scola,
Apollo 11,8.1,Todd Douglas Miller,88.0
The Heiress,8.1,William Wyler,
Woodstock,8.1,Michael Wadleigh,95.0
Ugetsu monogatari,8.1,Kenji Mizoguchi,
Du rififi chez les hommes,8.1,Jules Dassin,97.0
Farha,8.1,Darin J. Sallam,
Masumiyet,8.1,Zeki Demirkubuz,
Mandariinid,8.1,Zaza Urushadze,73.0
Jean de Florette,8.1,Claude Berri,
Dada,8.1,Ganesh K. Babu,
The Dawn Wall,8.1,"Josh Lowell, Peter Mortimer",81.0
Dil Chahta Hai,8.1,Farhan Akhtar,
Hearts of Darkness: A Filmmaker's Apocalypse,8.1,"Fax Bahr, George Hickenlooper, Eleanor Coppola",
Die Nibelungen: Siegfried,8.1,Fritz Lang,
Hridayam,8.1,Vineeth Sreenivasan,
Eskiya,8.1,Yavuz Turgul,
Colectiv,8.1,Alexander Nanau,95.0
Viridiana,8.1,Luis Buñuel,
Rang-e khoda,8.1,Majid Majidi,80.0
George Harrison: Living in the Material World,8.1,Martin Scorsese,
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,8.1,Errol Morris,87.0
Chak De! India,8.1,Shimit Amin,68.0
Major,8.1,Sashi Kiran Tikka,
Safety Last!,8.1,"Fred C. Newmeyer, Sam Taylor",
The Circus,8.1,Charles Chaplin,90.0
Thuppakki,8.1,A.R. Murugadoss,
Section 375,8.1,Ajay Bahl,
Talvar,8.1,Meghna Gulzar,
The Tashkent Files,8.1,Vivek Agnihotri,
Queen,8.1,Vikas Bahl,
Rang De Basanti,8.1,Rakeysh Omprakash Mehra,
Seaspiracy,8.1,Ali Tabrizi,
Tian mi mi,8.1,Peter Ho-Sun Chan,
Cowsperacy the Sustainability Secret,8.1,"Kip Andersen, Keegan Kuhn",
Gargi,8.1,Gautham Ramachandran,
Kahaani,8.1,Sujoy Ghosh,
Kiss the Ground,8.1,"Joshua Tickell, Rebecca Harrell Tickell",
Valley Uprising,8.1,"Peter Mortimer, Nick Rosen, Josh Lowell",
Tokyo Twilight,8.1,Yasujirô Ozu,87.0
The Crowd,8.1,King Vidor,
Pelísky,8.1,Jan Hrebejk,
Article 15,8.1,Anubhav Sinha,
Virunga,8.1,Orlando von Einsiedel,95.0
For All Mankind,8.1,Al Reinert,79.0
Listen to Me Marlon,8.1,Stevan Riley,87.0
Vredens Dag,8.1,Carl Theodor Dreyer,
Early Summer,8.1,Yasujirô Ozu,94.0
Kaththi,8.1,A.R. Murugadoss,
Black,8.1,Sanjay Leela Bhansali,
Asef ala el-Izag,8.1,Khaled Marei,
Her Sey Çok Güzel Olacak,8.1,Ömer Vargi,
The Bee Gees: How Can You Mend a Broken Heart,8.1,Frank Marshall,78.0
Udaan,8.1,Vikramaditya Motwane,
Saikaku ichidai onna,8.1,Kenji Mizoguchi,
Nayattu,8.1,Martin Prakkat,
Dara iz Jasenovca,8.1,Predrag Antonijevic,
Anand,8.1,Hrishikesh Mukherjee,
Yang guang can lan de ri zi,8.1,Wen Jiang,
Pardon,8.1,Mert Baykal,
"Montevideo, Bog te video!",8.1,Dragan Bjelogrlic,
Dzien swira,8.1,Marek Koterski,
Evaru,8.1,Venkat Ramji,
Bombay,8.1,Mani Ratnam,
Thadam,8.1,Magizh Thirumeni,
Traffic,8.1,Rajesh Pillai,
Thondi Muthalum Driksakshiyum,8.1,Dileesh Pothan,
Baishe Srabon,8.1,Srijit Mukherji,
Mimino,8.1,Georgiy Daneliya,
Sarfarosh,8.1,John Mathew Matthan,
Roja,8.1,Mani Ratnam,
Mughal-E-Azam,8.1,K. Asif,
Jo Jeeta Wohi Sikandar,8.1,Mansoor Khan,
Take Off,8.1,Mahesh Narayanan,
Maanagaram,8.1,Lokesh Kanagaraj,
Vinnaithaandi Varuvaayaa,8.1,Gautham Vasudev Menon,
Cercando La grande bellezza,8.1,Gianluca Jodice,
Zeitgeist: Moving Forward,8.1,Peter Joseph,
Indian,8.1,S. Shankar,
Sudani from Nigeria,8.1,Zakariya,
Aadukalam,8.1,Vetrimaaran,
Nebeska udica,8.1,Ljubisa Samardzic,
Charulata,8.1,Satyajit Ray,
Iqbal,8.1,Nagesh Kukunoor,
Khushi,8.1,S.J. Suryah,
Sürü,8.1,Zeki Ökten,
Vedam,8.1,Radha Krishna Jagarlamudi,
RangiTaranga,8.1,Anup Bhandari,
Sir Alex Ferguson: Never Give In,8.1,Jason Ferguson,68.0
"Montevideo, vidimo se!",8.1,Dragan Bjelogrlic,
Colour Photo,8.1,Sandeep Raj,
The Legend of Bhagat Singh,8.1,Rajkumar Santoshi,
Monanieba,8.1,Tengiz Abuladze,
The Great Indian Kitchen,8.1,Jeo Baby,
Padosan,8.1,Jyoti Swaroop,
Namuslu,8.1,Ertem Egilmez,
Oru CBI Diary Kurippu,8.1,K. Madhu,
Endless Corridor,8.1,"Aleksandras Brokas, Mindaugas Urbonavicius",
Kolah Ghermezi and Pesar Khale,8.1,Iraj Tahmasb,
Dune,8.0,Denis Villeneuve,74.0
Deadpool,8.0,Tim Miller,65.0
Blade Runner 2049,8.0,Denis Villeneuve,81.0
The Princess Bride,8.0,Rob Reiner,78.0
Casino Royale,8.0,Martin Campbell,80.0
Donnie Darko,8.0,Richard Kelly,88.0
La La Land,8.0,Damien Chazelle,94.0
Her,8.0,Spike Jonze,91.0
The Martian,8.0,Ridley Scott,80.0
Guardians of the Galaxy,8.0,James Gunn,76.0
Black Swan,8.0,Darren Aronofsky,79.0
The Revenant,8.0,Alejandro G. Iñárritu,76.0
The Incredibles,8.0,Brad Bird,90.0
Sin City,8.0,"Frank Miller, Quentin Tarantino, Robert Rodriguez",74.0
Zootopia,8.0,"Byron Howard, Rich Moore, Jared Bush",78.0
Sling Blade,8.0,Billy Bob Thornton,85.0
The Avengers,8.0,Joss Whedon,69.0
The Imitation Game,8.0,Morten Tyldum,71.0
The Life and Death of Colonel Blimp,8.0,"Michael Powell, Emeric Pressburger",93.0
The Last Picture Show,8.0,Peter Bogdanovich,93.0
The Pursuit of Happyness,8.0,Gabriele Muccino,64.0
Twelve Monkeys,8.0,Terry Gilliam,75.0
Rosemary's Baby,8.0,Roman Polanski,96.0
JFK,8.0,Oliver Stone,72.0
Dances with Wolves,8.0,Kevin Costner,72.0
Stalker,8.0,Andrei Tarkovsky,85.0
The Graduate,8.0,Mike Nichols,83.0
Magnolia,8.0,Paul Thomas Anderson,78.0
CODA,8.0,Sian Heder,72.0
Soul,8.0,"Pete Docter, Kemp Powers",83.0
Groundhog Day,8.0,Harold Ramis,72.0
Scent of a Woman,8.0,Martin Brest,57.0
Dogville,8.0,Lars von Trier,61.0
Young Frankenstein,8.0,Mel Brooks,83.0
Beauty and the Beast,8.0,"Gary Trousdale, Kirk Wise",95.0
Blood Diamond,8.0,Edward Zwick,64.0
Big Fish,8.0,Tim Burton,58.0
Rain Man,8.0,Barry Levinson,65.0
Contratiempo,8.0,Oriol Paulo,
Pâfekuto burû,8.0,Satoshi Kon,67.0
A Woman Under the Influence,8.0,John Cassavetes,88.0
Aladdin,8.0,"Ron Clements, John Musker",86.0
Lion,8.0,Garth Davis,69.0
How to Make Millions Before Grandma Dies,8.0,Pat Boonnitipat,82.0
Slumdog Millionaire,8.0,"Danny Boyle, Loveleen Tandan",84.0
Dog Day Afternoon,8.0,Sidney Lumet,86.0
The Bourne Ultimatum,8.0,Paul Greengrass,85.0
Cinderella Man,8.0,Ron Howard,69.0
Kill Bill: Vol. 2,8.0,Quentin Tarantino,83.0
The King's Speech,8.0,Tom Hooper,88.0
Akira,8.0,Katsuhiro Ôtomo,68.0
Planet of the Apes,8.0,Franklin J. Schaffner,79.0
Cool Hand Luke,8.0,Stuart Rosenberg,92.0
Life of Brian,8.0,Terry Jones,77.0
Chungking Express,8.0,Kar-Wai Wong,78.0
Butch Cassidy and the Sundance Kid,8.0,George Roy Hill,66.0
The Straight Story,8.0,David Lynch,86.0
La Leggenda Del Pianista Sull'oceano,8.0,Giuseppe Tornatore,58.0
Gandhi,8.0,Richard Attenborough,79.0
8½,8.0,Federico Fellini,93.0
Rio Bravo,8.0,Howard Hawks,93.0
The Night of the Hunter,8.0,Charles Laughton,97.0
Amores perros,8.0,Alejandro G. Iñárritu,83.0
Fiddler on the Roof,8.0,Norman Jewison,67.0
Annie Hall,8.0,Woody Allen,92.0
Taylor Swift: The Movie,8.0,Sam Wrench,82.0
Papillon,8.0,Franklin J. Schaffner,58.0
Nausicaä of the Valley of the Wind,8.0,Hayao Miyazaki,86.0
What Ever Happened to Baby Jane?,8.0,Robert Aldrich,75.0
A Matter of Life and Death,8.0,"Michael Powell, Emeric Pressburger",
La dolce vita,8.0,Federico Fellini,95.0
IP Man,8.0,Wilson Yip,59.0
Tenkû No Shiro Rapyuta,8.0,Hayao Miyazaki,78.0
Festen,8.0,Thomas Vinterberg,82.0
Kimi no suizô o tabetai,8.0,"Jun'ichi Fujise, Tomoyuki Itamura, Masaharu Tomoda",
Pink Floyd: The Wall,8.0,Alan Parker,47.0
Central do Brasil,8.0,Walter Salles,80.0
The Shop Around the Corner,8.0,Ernst Lubitsch,96.0
Persona,8.0,Ingmar Bergman,86.0
Do-ga-ni,8.0,Hwang Dong-hyuk,
The Samouri,8.0,Jean-Pierre Melville,90.0
Roman Holiday,8.0,William Wyler,78.0
Fail Safe,8.0,Sidney Lumet,75.0
Wolfwalkers,8.0,"Tomm Moore, Ross Stewart",87.0
Touch of Evil,8.0,Orson Welles,99.0
Anatomy of a Murder,8.0,Otto Preminger,95.0
Song of the Sea,8.0,Tomm Moore,85.0
Who's Afraid of Virginia Woolf?,8.0,Mike Nichols,75.0
Mommy,8.0,Xavier Dolan,74.0
Mou Gaan Dou,8.0,"Wai Keung Lau, Alan Mak",75.0
Kaguya-hime No Monogatari,8.0,Isao Takahata,89.0
Das Cabinet des Dr. Caligari,8.0,Robert Wiene,
Secrets & Lies,8.0,Mike Leigh,92.0
The 400 Blows,8.0,François Truffaut,
Fitzcarraldo,8.0,Werner Herzog,
Andrei Rublev,8.0,Andrei Tarkovsky,
Build My Gallows High,8.0,Jacques Tourneur,85.0
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,8.0,Kim Ki-duk,85.0
Underground,8.0,Emir Kusturica,79.0
Dare Mo Shiranai,8.0,Hirokazu Koreeda,88.0
The Elite Squad,8.0,José Padilha,33.0
Maidaan,8.0,Amit Ravindernath Sharma,
Sweet Smell of Success,8.0,Alexander Mackendrick,100.0
Brief Encounter,8.0,David Lean,92.0
Bãhubali: The Beginning,8.0,S.S. Rajamouli,
Hibernation,8.0,Nuri Bilge Ceylan,88.0
Hadashi No Gen,8.0,Mori Masaki,
Persepolis,8.0,"Vincent Paronnaud, Marjane Satrapi",90.0
Love Exposure,8.0,Sion Sono,78.0
Mar adentro,8.0,Alejandro Amenábar,74.0
Le Scaphandre Et Le Papillon,8.0,Julian Schnabel,92.0
Ivan's Childhood,8.0,"Andrei Tarkovsky, Eduard Abalov",
The Castle of the Spider's Web,8.0,Akira Kurosawa,
"Crna machka, beli machor",8.0,Emir Kusturica,73.0
Dilwale Dulhania Le Jayenge,8.0,Aditya Chopra,
Limelight,8.0,Charles Chaplin,84.0
Okuribito,8.0,Yôjirô Takita,68.0
The Hidden Fortress,8.0,Akira Kurosawa,89.0
The Virgin Spring,8.0,Ingmar Bergman,
M.S. Dhoni: The Untold Stor,8.0,"Mathur Goswami, Neeraj Pandey",
Jodorowsky's Dune,8.0,Frank Pavich,79.0
"Quo Vadis, Aida?",8.0,Jasmila Zbanic,97.0
Crumb,8.0,Terry Zwigoff,93.0
Bowling for Columbine,8.0,Michael Moore,72.0
Evangelion: 3.0+1.01 Thrice Upon a Time,8.0,"Mahiro Maeda, Katsuichi Nakayama, Kazuya Tsurumaki",85.0
Touching the Void,8.0,Kevin Macdonald,82.0
"Goodbye, Children",8.0,Louis Malle,88.0
Manon des sources,8.0,Claude Berri,
Spalovac mrtvol,8.0,Juraj Herz,
La strada,8.0,Federico Fellini,
Haider,8.0,Vishal Bhardwaj,
El ángel exterminador,8.0,Luis Buñuel,
Vals Im Bashir,8.0,Ari Folman,91.0
Ahlat Agaci,8.0,Nuri Bilge Ceylan,86.0
Jigarthanda Double X,8.0,Karthik Subbaraj,
Pink,8.0,Aniruddha Roy Chowdhury,
Indagine su un cittadino al di sopra di ogni sospetto,8.0,Elio Petri,89.0
The Ox-Bow Incident,8.0,William A. Wellman,
Only One Man Is Enough,8.0,Apoorv Singh Karki,
Day for Night,8.0,François Truffaut,
G.O.R.A.,8.0,Ömer Faruk Sorak,
Citizenfour,8.0,Laura Poitras,88.0
Greed,8.0,Erich von Stroheim,
Kind Hearts and Coronets,8.0,Robert Hamer,
Sanjuro,8.0,Akira Kurosawa,
Tropa de Elite 2: O Inimigo Agora é Outro,8.0,José Padilha,71.0
Angst essen Seele auf,8.0,Rainer Werner Fassbinder,
Werckmeister harmóniák,8.0,"Béla Tarr, Ágnes Hranitzky",93.0
Omkara,8.0,Vishal Bhardwaj,
A Tree Grows in Brooklyn,8.0,Elia Kazan,
Durak,8.0,Yuriy Bykov,83.0
"Rome, Open City",8.0,Roberto Rossellini,
A Raisin in the Sun,8.0,Daniel Petrie,87.0
Taegukgi hwinallimyeo,8.0,Kang Je-kyu,64.0
Turtles Can Fly,8.0,Bahman Ghobadi,85.0
Medena zemja,8.0,"Tamara Kotevska, Ljubomir Stefanov",85.0
Yol,8.0,Serif Gören,
Winter Light,8.0,Ingmar Bergman,
The Biggest Little Farm,8.0,John Chester,73.0
Lage Raho Munna Bhai,8.0,Rajkumar Hirani,
A Short Film About Killing,8.0,Krzysztof Kieslowski,
Malik,8.0,Mahesh Narayanan,
Sicko,8.0,Michael Moore,74.0
Gekijouban Made in Abyss: Fukaki Tamashii no Reimei,8.0,Masayuki Kojima,
The Bridge,8.0,Bernhard Wicki,
Utvandrarna,8.0,Jan Troell,
Going Clear: Scientology and the Prison of Belief,8.0,Alex Gibney,80.0
Castaway on the Moon,8.0,Lee Hae-jun,
Körkarlen,8.0,Victor Sjöström,
The Red Pill,8.0,Cassie Jaye,
Gulaal,8.0,Anurag Kashyap,
Moskva slezam ne verit,8.0,Vladimir Menshov,
The Blue Elephant,8.0,Marwan Hamed,
The Story of Hachikō,8.0,Seijirô Kôyama,
Por Thozhil,8.0,Vignesh Raja,
An Autumn Afternoon,8.0,Yasujirô Ozu,91.0
Warui yatsu hodo yoku nemuru,8.0,Akira Kurosawa,
Jeux interdits,8.0,René Clément,
Maqbool,8.0,Vishal Bhardwaj,
The King of Kong,8.0,Seth Gordon,83.0
Shame,8.0,Ingmar Bergman,
A Patch of Blue,8.0,Guy Green,73.0
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",8.0,Questlove,96.0
The Cameraman,8.0,"Edward Sedgwick, Buster Keaton",
The Last Laugh,8.0,F.W. Murnau,
Charlie,8.0,Martin Prakkat,
Company,8.0,Ram Gopal Varma,
We All Loved Each Other So Much,8.0,Ettore Scola,
The Wind,8.0,Victor Sjöström,
Nybyggarna,8.0,Jan Troell,
The Corporation,8.0,"Mark Achbar, Jennifer Abbott",73.0
Aparayano Papaiya,8.0,Bing Liu,89.0
Andaz Apna Apna,8.0,Rajkumar Santoshi,
Sciuscià,8.0,Vittorio De Sica,
The Disappearance of Haruhi Suzumiya,8.0,"Noriyuki Kitanohara, Kazuya Sakamoto, Noriko Takao",
The Browning Version,8.0,Anthony Asquith,
Deewaar,8.0,Yash Chopra,
Joseph,8.0,M. Padmakumar,
Biruma no tategoto,8.0,Kon Ichikawa,
Ayyappanum Koshiyum,8.0,Sachy,
Special Chabbis,8.0,Neeraj Pandey,
Ship of Theseus,8.0,Anand Gandhi,
Love Today,8.0,Pradeep Ranganathan,
Vizontele,8.0,"Yilmaz Erdogan, Ömer Faruk Sorak",
Karnan,8.0,Mari Selvaraj,
Nna Thaan Case Kodu,8.0,Ratheesh Balakrishnan Poduval,
Esperando la carroza,8.0,Alejandro Doria,
नीला हाथी 2,8.0,Marwan Hamed,
Al midan,8.0,Jehane Noujaim,84.0
The Internet's Own Boy: The Story of Aaron Swartz,8.0,Brian Knappenberger,72.0
1: Nenokkadine,8.0,Sukumar,
Ugramm,8.0,Prashanth Neel,
Eftyhia,8.0,Angelos Frantzis,
Little Dieter Needs to Fly,8.0,Werner Herzog,
Mukkabaaz,8.0,"Anurag Kashyap, Jay Dev Banerjee",
Requiem for the American Dream,8.0,"Peter D. Hutchison, Kelly Nyks, Jared P. Scott",
The Naked Island,8.0,Kaneto Shindô,
Tõde ja õigus,8.0,Tanel Toom,
Dedemin Insanlari,8.0,Çagan Irmak,
Rane,8.0,Srdjan Dragojevic,
Operation Java,8.0,"Tharun Moorthy, Sudhi Maddison",
Leader,8.0,Sekhar Kammula,
Tuntematon sotilas,8.0,Edvin Laine,
Assal Eswed,8.0,Khaled Marei,
In the Shadow of the Moon,8.0,David Sington,84.0
Oopiri,8.0,Vamshi Paidipally,
Manjhi: The Mountain Man,8.0,Ketan Mehta,
Vaastav: The Reality,8.0,Mahesh Manjrekar,
Paradise Lost 3: Purgatory,8.0,"Joe Berlinger, Bruce Sinofsky",85.0
Android Kunjappan Version 5.25,8.0,Ratheesh Balakrishnan Poduval,
Inequality for All,8.0,Jacob Kornbluth,68.0
Chasing Coral,8.0,Jeff Orlowski-Yang,86.0
Memories,8.0,Jeethu Joseph,
The Breath,8.0,Levent Semerci,
Ayirathil Oruvan,8.0,K. Selvaraghavan,
Dia,8.0,K.S. Ashoka,
Metal: A Headbanger's Journey,8.0,"Sam Dunn, Scot McFadyen, Jessica Joy Wise",73.0
Why We Fight,8.0,Eugene Jarecki,68.0
Oh My Kadavule,8.0,Ashwath Marimuthu,
Pokiri,8.0,Puri Jagannadh,
Chikamatsu monogatari,8.0,Kenji Mizoguchi,
Kaakha Kaakha,8.0,Gautham Vasudev Menon,
Ranga Maarthaanda,8.0,Krishna Vamsi,
Richard Pryor: Live in Concert,8.0,Jeff Margolis,
Ennu Ninte Moideen,8.0,R.S. Vimal,
Kammatti Paadam,8.0,Rajeev Ravi,
Beregis avtomobilya,8.0,Eldar Ryazanov,
Arabesk,8.0,Ertem Egilmez,
Indru Netru Naalai,8.0,R. Ravikumar,
Sakar Sakir,8.0,Natuk Baytan,
Stanley Kubrick: A Life in Pictures,8.0,Jan Harlan,
Unnaipol Oruvan,8.0,Chakri Toleti,
Çiçek Abbas,8.0,Sinan Çetin,
Okkadu,8.0,Gunasekhar,
Titanic,7.9,James Cameron,75.0
The Holdovers,7.9,Alexander Payne,82.0
Mulholland Dr.,7.9,David Lynch,87.0
Harry Potter and the Prisoner of Azkaban,7.9,Alfonso Cuarón,82.0
Look Back,7.9,Kiyotaka Oshiyama,90.0
Knives Out,7.9,Rian Johnson,82.0
Perfect Days,7.9,Wim Wenders,80.0
A Christmas Story,7.9,Bob Clark,77.0
True Romance,7.9,Tony Scott,59.0
The Nightmare Before Christmas,7.9,Henry Selick,82.0
Arrival,7.9,Denis Villeneuve,81.0
Guardians of the Galaxy Vol. 3,7.9,James Gunn,64.0
Avatar,7.9,James Cameron,83.0
Shrek,7.9,"Andrew Adamson, Vicky Jenson",84.0
Jojo Rabbit,7.9,Taika Waititi,58.0
Star Trek,7.9,J.J. Abrams,82.0
Children of Men,7.9,Alfonso Cuarón,84.0
The Perks of Being a Wallflower,7.9,Stephen Chbosky,67.0
Iron Man,7.9,Jon Favreau,79.0
Boogie Nights,7.9,Paul Thomas Anderson,86.0
Edge of Tomorrow,7.9,Doug Liman,71.0
E.T. The Extra-Terrestrial,7.9,Steven Spielberg,92.0
In Bruges,7.9,Martin McDonagh,67.0
Shaun of the Dead,7.9,Edgar Wright,76.0
Zack Snyder's Justice League,7.9,Zack Snyder,54.0
Bohemian Rhapsody,7.9,Bryan Singer,49.0
Edward Scissorhands,7.9,Tim Burton,74.0
Almost Famous,7.9,Cameron Crowe,90.0
Laura,7.9,"Otto Preminger, Rouben Mamoulian",
Mystic River,7.9,Clint Eastwood,84.0
Thor: Ragnarok,7.9,Taika Waititi,74.0
Fantastic Mr. Fox,7.9,Wes Anderson,83.0
X-Men: Days of Future Past,7.9,Bryan Singer,75.0
Spartacus,7.9,"Stanley Kubrick, Anthony Mann",87.0
Wonder,7.9,Stephen Chbosky,66.0
Marriage Story,7.9,Noah Baumbach,94.0
The Blues Brothers,7.9,John Landis,60.0
Dallas Buyers Club,7.9,Jean-Marc Vallée,77.0
District 9,7.9,Neill Blomkamp,81.0
Spinal Tap,7.9,Rob Reiner,92.0
Toy Story 2,7.9,"John Lasseter, Ash Brannon, Lee Unkrich",88.0
The Maltese Falcon,7.9,John Huston,97.0
Miracle on 34th Street,7.9,George Seaton,88.0
Kôkaku Kidôtai,7.9,Mamoru Oshii,76.0
Boyhood,7.9,Richard Linklater,100.0
Heatwave,7.9,Spike Lee,93.0
Life of Pi,7.9,Ang Lee,79.0
Carlito's Way,7.9,Brian De Palma,66.0
The Ten Commandments,7.9,Cecil B. DeMille,
Zimtor the Unspongeable.,7.9,David Lean,69.0
A Fistful of Dollars,7.9,Sergio Leone,65.0
The Big Heat,7.9,Fritz Lang,
Wings of Desire,7.9,Wim Wenders,79.0
Kal Ho Naa Ho,7.9,Nikkhil Advani,54.0
"Blood in, Blood Out",7.9,Taylor Hackford,47.0
The Wrestler,7.9,Darren Aronofsky,80.0
A Streetcar Named Desire,7.9,Elia Kazan,97.0
Wo Hu Cang Long,7.9,Ang Lee,94.0
Dancer in the Dark,7.9,Lars von Trier,63.0
The Wild Bunch,7.9,Sam Peckinpah,98.0
Before Midnight,7.9,Richard Linklater,94.0
Solarus,7.9,Andrei Tarkovsky,93.0
Warrios,7.9,Lee Tamahori,77.0
Mr. Chance,7.9,Hal Ashby,83.0
All the President's Men,7.9,Alan J. Pakula,84.0
Sing Street,7.9,John Carney,79.0
In the Heat of the Night,7.9,Norman Jewison,76.0
Togo,7.9,Ericson Core,69.0
Strangers on a Train,7.9,Alfred Hitchcock,88.0
Ying Xiong,7.9,Yimou Zhang,85.0
Shoplifters,7.9,Hirokazu Koreeda,93.0
The Candidate of Manchuria,7.9,John Frankenheimer,94.0
Serbuan Maut 2: Berandal,7.9,Gareth Evans,71.0
Il gattopardo,7.9,Luchino Visconti,100.0
Rope,7.9,Alfred Hitchcock,73.0
The Big Sleep,7.9,Howard Hawks,86.0
Auntie Mame,7.9,Morton DaCosta,
Chandu Champion,7.9,Kabir Khan,
High Noon,7.9,Fred Zinnemann,89.0
Harold and Maude,7.9,Hal Ashby,62.0
Notorious,7.9,Alfred Hitchcock,100.0
The Killing,7.9,Stanley Kubrick,91.0
Taeksi Woonjunsa,7.9,Hun Jang,69.0
Offret,7.9,Andrei Tarkovsky,85.0
Patton,7.9,Franklin J. Schaffner,86.0
King Kong,7.9,"Merian C. Cooper, Ernest B. Schoedsack",92.0
Talk to Her,7.9,Pedro Almodóvar,86.0
In Cold Blood,7.9,Richard Brooks,89.0
