Book,Author,Genres
Terms of Endearment,Larry McMurtry,"['Fiction', 'Classics', 'Romance', 'Contemporary', 'Literary Fiction', 'Novels', 'Drama']"
Collected Ghost Stories,M.R. James,"['Horror', 'Short Stories', 'Classics', 'Fiction', 'Gothic', 'Ghost Stories', 'Ghosts']"
The Origins of Totalitarianism,Hannah Arendt,"['History', 'Philosophy', 'Politics', 'Nonfiction', 'Sociology', 'Political Science', 'Classics']"
Desert Flower (Desert #2),Angela  Scott,"['Young Adult', 'Romance', 'Fiction', 'Drama', 'New Adult']"
Stellaluna,Janell Cannon,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Family', 'Fantasy', 'Classics']"
"John Dies at the End (John Dies at the End, #1)",David  Wong,"['Horror', 'Fiction', 'Humor', 'Fantasy', 'Science Fiction', 'Comedy', 'Urban Fantasy']"
"Mindful Being (AoL Mindfulness, #4)",Nataša Pantović,"['Spirituality', 'Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Parenting', 'Adult']"
Waiting Period,Hubert Selby Jr.,"['Fiction', 'Literature', 'Novels', 'Thriller', 'Mystery', 'Crime', 'American']"
From Sand and Ash,Amy Harmon,"['Historical Fiction', 'Romance', 'Fiction', 'Historical', 'War', 'World War II', 'Historical Romance']"
The Magnolia Inn,Carolyn Brown,"['Romance', 'Fiction', 'Contemporary', 'Audiobook', 'Chick Lit', 'Contemporary Romance', 'Amazon']"
"Good Me, Bad Me",Ali Land,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Crime', 'Psychological Thriller', 'Suspense']"
"Blackout (All Clear, #1)",Connie Willis,"['Science Fiction', 'Time Travel', 'Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'World War II']"
How Will You Measure Your Life?,Clayton M. Christensen,"['Nonfiction', 'Business', 'Self Help', 'Psychology', 'Personal Development', 'Philosophy', 'Leadership']"
"First, We Make the Beast Beautiful: A New Story About Anxiety",Sarah Wilson,"['Nonfiction', 'Self Help', 'Mental Health', 'Psychology', 'Memoir', 'Health', 'Audiobook']"
Plutarch's Lives: Volume I,Plutarch,"['History', 'Classics', 'Biography', 'Nonfiction', 'Philosophy', 'Ancient History', 'Ancient']"
The Curious Case of Benjamin Button,F. Scott Fitzgerald,"['Classics', 'Fiction', 'Short Stories', 'Fantasy', 'Audiobook', 'American', 'Literature']"
The Persnickety Princess (Tales from Upon A. Time #1),Falcon Storm,"['Fantasy', 'Childrens']"
"Goddess (Starcrossed, #3)",Josephine Angelini,"['Fantasy', 'Mythology', 'Young Adult', 'Romance', 'Greek Mythology', 'Paranormal', 'Urban Fantasy']"
The Intuitionist,Colson Whitehead,"['Fiction', 'Science Fiction', 'Mystery', 'African American', 'Literary Fiction', 'Novels', 'Fantasy']"
The Counterfeiters,André Gide,"['Fiction', 'France', 'Classics', 'French Literature', 'Literature', 'Novels', '20th Century']"
Venus in Furs,Leopold von Sacher-Masoch,"['Classics', 'Fiction', 'Erotica', 'Romance', 'Literature', '19th Century', 'German Literature']"
"Stone Cold (The Camel Club, #3)",David Baldacci,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook']"
Happier: Learn the Secrets to Daily Joy and Lasting Fulfillment,Tal Ben-Shahar,"['Nonfiction', 'Psychology', 'Self Help', 'Personal Development', 'Philosophy', 'Audiobook', 'Health']"
Casanova and the Devil's Doorbell,Harry F. MacDonald,"['Fiction', 'Drama', 'Contemporary', 'Novels']"
Breaking The Habit of Being Yourself: How to Lose Your Mind and Create a New One,Joe Dispenza,"['Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Spirituality', 'Health', 'Science']"
"Rapture in Death (In Death, #4)",J.D. Robb,"['Mystery', 'Romance', 'Crime', 'Romantic Suspense', 'Fiction', 'Futuristic', 'Suspense']"
Last of the Breed,Louis L'Amour,"['Fiction', 'Westerns', 'Adventure', 'Historical Fiction', 'Thriller', 'Survival', 'Action']"
Tigana,Guy Gavriel Kay,"['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Historical Fiction', 'Historical Fantasy']"
Tara Road,Maeve Binchy,"['Fiction', 'Chick Lit', 'Romance', 'Ireland', 'Contemporary', 'Irish Literature', 'Adult Fiction']"
"Beyond the Highland Mist (Highlander, #1)",Karen Marie Moning,"['Romance', 'Time Travel', 'Historical Romance', 'Fantasy', 'Paranormal Romance', 'Paranormal', 'Historical']"
American Tabloid (Underworld USA #1),James Ellroy,"['Fiction', 'Crime', 'Historical Fiction', 'Noir', 'Mystery', 'Thriller', 'American']"
"Born Free: A Lioness of Two Worlds (Story of Elsa, #1)",Joy Adamson,"['Nonfiction', 'Animals', 'Africa', 'Biography', 'Nature', 'Memoir', 'Classics']"
Linchpin: Are You Indispensable?,Seth Godin,"['Business', 'Nonfiction', 'Self Help', 'Leadership', 'Personal Development', 'Psychology', 'Productivity']"
"Still Life With Crows (Pendergast, #4)",Douglas Preston,"['Thriller', 'Mystery', 'Fiction', 'Horror', 'Mystery Thriller', 'Suspense', 'Crime']"
Yarrow,Charles de Lint,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Horror', 'Urban', 'Classics']"
"The Darkness That Comes Before (The Prince of Nothing, #1)",R. Scott Bakker,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Dark Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Philosophy']"
"Many Waters (Time Quintet, #4)",Madeleine L'Engle,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Childrens', 'Classics', 'Time Travel']"
"The Light Fantastic (Discworld, #2; Rincewind, #2)",Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Magic', 'Adventure']"
The Story of Beautiful Girl,Rachel Simon,"['Fiction', 'Historical Fiction', 'Romance', 'Adult Fiction', 'Historical', 'Audiobook', 'Book Club']"
"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",Laini Taylor,"['Fantasy', 'Young Adult', 'Romance', 'Angels', 'Paranormal', 'Urban Fantasy', 'Fiction']"
Milkweed,Jerry Spinelli,"['Historical Fiction', 'Young Adult', 'Holocaust', 'Fiction', 'Historical', 'World War II', 'War']"
The Women in the Castle,Jessica Shattuck,"['Historical Fiction', 'Fiction', 'World War II', 'Historical', 'War', 'Germany', 'Audiobook']"
I Am Princess X,Cherie Priest,"['Young Adult', 'Mystery', 'Graphic Novels', 'Fiction', 'Contemporary', 'Teen', 'Thriller']"
What the Wind Knows,Amy Harmon,"['Historical Fiction', 'Romance', 'Time Travel', 'Fiction', 'Historical', 'Fantasy', 'Historical Romance']"
Fierce Kingdom,Gin Phillips,"['Thriller', 'Fiction', 'Mystery Thriller', 'Suspense', 'Mystery', 'Audiobook', 'Adult']"
"Czas pogardy (Saga o Wiedźminie, #2)",Andrzej Sapkowski,"['Fantasy', 'Fiction', 'Audiobook', 'High Fantasy', 'Polish Literature', 'Adventure', 'Adult']"
Groundwork of the Metaphysics of Morals,Immanuel Kant,"['Philosophy', 'Nonfiction', 'Classics', 'German Literature', 'School', '18th Century', 'Read For School']"
Matterhorn,Karl Marlantes,"['Fiction', 'Historical Fiction', 'War', 'Military Fiction', 'Historical', 'Audiobook', 'Novels']"
Walk Away with Me,Darby Davenport,"['Romance', 'Contemporary Romance']"
The Condition of the Working Class in England,Friedrich Engels,"['History', 'Politics', 'Nonfiction', 'Economics', 'Philosophy', 'Sociology', 'Classics']"
"Dorothy Must Die (Dorothy Must Die, #1)",Danielle  Paige,"['Fantasy', 'Young Adult', 'Retellings', 'Fiction', 'Magic', 'Fairy Tales', 'Adventure']"
"Egghead; or, You Can't Survive on Ideas Alone",Bo Burnham,"['Poetry', 'Humor', 'Nonfiction', 'Comedy', 'Adult', 'Contemporary', 'Art']"
"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)",Alan Bradley,"['Mystery', 'Fiction', 'Historical Fiction', 'Audiobook', 'Young Adult', 'Historical', 'Canada']"
Auschwitz: True Tales from a Grotesque Land,Sara Nomberg-Przytyk,"['Holocaust', 'History', 'Nonfiction', 'World War II', 'War', 'Historical', 'Memoir']"
Dream Story,Arthur Schnitzler,"['Fiction', 'Classics', 'German Literature', 'Literature', 'Novella', '20th Century', 'Novels']"
It's Not About the Bike: My Journey Back to Life,Lance Armstrong,"['Nonfiction', 'Sports', 'Memoir', 'Cycling', 'Autobiography', 'Biography', 'Biography Memoir']"
The Pursuit of Happyness,Chris Gardner,"['Nonfiction', 'Biography', 'Memoir', 'Media Tie In', 'Autobiography', 'Biography Memoir', 'Inspirational']"
"The Worst Witch (Worst Witch, #1)",Jill Murphy,"['Fantasy', 'Childrens', 'Fiction', 'Middle Grade', 'Magic', 'Witches', 'Classics']"
"The History of Sexuality, Volume 1: An Introduction",Michel Foucault,"['Philosophy', 'Nonfiction', 'History', 'Theory', 'Sexuality', 'Sociology', 'Psychology']"
Essays and Aphorisms,Arthur Schopenhauer,"['Philosophy', 'Nonfiction', 'Essays', 'Classics', 'German Literature', '19th Century', 'Psychology']"
Reamde,Neal Stephenson,"['Fiction', 'Science Fiction', 'Thriller', 'Cyberpunk', 'Audiobook', 'Mystery', 'Science Fiction Fantasy']"
"The Thousand-Dollar Tan Line (Veronica Mars, #1)",Rob Thomas,"['Mystery', 'Fiction', 'Audiobook', 'Crime', 'Contemporary', 'Mystery Thriller', 'Adult']"
Look Back in Anger,John Osborne,"['Plays', 'Drama', 'Classics', 'Theatre', 'Fiction', 'British Literature', '20th Century']"
"Interstellar Pig (Interstellar Pig, #1)",William Sleator,"['Science Fiction', 'Young Adult', 'Fiction', 'Fantasy', 'Middle Grade', 'Childrens', 'Aliens']"
In the Penal Colony,Franz Kafka,"['Classics', 'Fiction', 'Short Stories', 'German Literature', 'Literature', 'Philosophy', 'Horror']"
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Urban Fantasy', 'Vampires', 'Fiction']"
Abarat,Clive Barker,"['Fantasy', 'Young Adult', 'Fiction', 'Horror', 'Adventure', 'Magic', 'Science Fiction Fantasy']"
Nervous Conditions,Tsitsi Dangarembga,"['Fiction', 'Africa', 'Historical Fiction', 'Zimbabwe', 'Feminism', 'African Literature', 'Classics']"
"Executive Orders (Jack Ryan, #8)",Tom Clancy,"['Fiction', 'Thriller', 'Military Fiction', 'Espionage', 'Action', 'Suspense', 'Adventure']"
On Beauty,Zadie Smith,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'British Literature', 'Literature', 'Adult Fiction']"
"Faithful Place (Dublin Murder Squad, #3)",Tana French,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Ireland', 'Thriller', 'Audiobook']"
The Feeling Good Handbook,David D. Burns,"['Self Help', 'Psychology', 'Nonfiction', 'Mental Health', 'Health', 'Personal Development', 'Reference']"
Fallen Angels,Wayne Dean Myers,"['Historical Fiction', 'Young Adult', 'Fiction', 'War', 'Banned Books', 'Historical', 'Military Fiction']"
Elephant Run,Roland Smith,"['Historical Fiction', 'Young Adult', 'Adventure', 'Historical', 'War', 'Fiction', 'World War II']"
A Man,Oriana Fallaci,"['Fiction', 'Novels', 'Italian Literature', 'Italy', 'Romance', 'Classics', 'Politics']"
The Golden Bough,James George Frazer,"['Nonfiction', 'Mythology', 'History', 'Religion', 'Anthropology', 'Classics', 'Philosophy']"
Washington's Crossing,David Hackett Fischer,"['History', 'Nonfiction', 'American History', 'American Revolution', 'American Revolutionary War', 'War', 'Biography']"
"Started Early, Took My Dog (Jackson Brodie, #4)",Kate Atkinson,"['Mystery', 'Fiction', 'Crime', 'British Literature', 'Mystery Thriller', 'Audiobook', 'Thriller']"
The Endurance: Shackleton's Legendary Antarctic Expedition,Caroline Alexander,"['History', 'Nonfiction', 'Adventure', 'Biography', 'Travel', 'Survival', 'Historical']"
The Hundred-Foot Journey,Richard C. Morais,"['Fiction', 'Food', 'India', 'France', 'Contemporary', 'Adult Fiction', 'Cooking']"
Inside His Head: The Assistant Mini Book,Elle Brace,[]
The Long Weekend,Ross Lennon,[]
The Flanders Panel,Arturo Pérez-Reverte,"['Mystery', 'Fiction', 'Historical Fiction', 'Thriller', 'Crime', 'Art', 'Spain']"
Inny świat,Gustaw Herling-Grudziński,"['Nonfiction', 'Polish Literature', 'School', 'Classics', 'History', 'War', 'Poland']"
"Dead Beat (The Dresden Files, #7)",Jim Butcher,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Magic', 'Audiobook']"
"The Prefect (Prefect Dreyfus Emergency, #1)",Alastair Reynolds,"['Science Fiction', 'Fiction', 'Space Opera', 'Mystery', 'Audiobook', 'Space', 'Science Fiction Fantasy']"
Healing the Shame that Binds You,John Bradshaw,"['Psychology', 'Self Help', 'Nonfiction', 'Mental Health', 'Personal Development', 'Relationships', 'Spirituality']"
The Speed of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,"['Business', 'Leadership', 'Nonfiction', 'Self Help', 'Personal Development', 'Management', 'Psychology']"
ثلاثية غرناطة,رضوى عاشور,"['Novels', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'Egypt', 'Classics']"
"Die for Me (Revenants, #1)",Amy Plum,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Zombies', 'Supernatural']"
"The Magic of You (Malory-Anderson Family, #4)",Johanna Lindsey,"['Historical Romance', 'Romance', 'Historical', 'Regency', 'Historical Fiction', 'Fiction', 'Adult']"
"Henry Huggins (Henry Huggins, #1)",Beverly Cleary,"['Childrens', 'Fiction', 'Middle Grade', 'Classics', 'Chapter Books', 'Realistic Fiction', 'Young Adult']"
The Swan Thieves,Elizabeth Kostova,"['Fiction', 'Historical Fiction', 'Mystery', 'Art', 'Historical', 'Contemporary', 'Romance']"
Capitães da Areia,Jorge Amado,"['Classics', 'Fiction', 'Brazil', 'Romance', 'Portuguese Literature', 'Literature', 'Latin American']"
Frederica,Georgette Heyer,"['Romance', 'Historical Fiction', 'Historical Romance', 'Historical', 'Regency', 'Fiction', 'Classics']"
قمر على سمرقند,محمد المنسي قنديل,"['Novels', 'Fiction', 'Literature', 'Historical Fiction', 'Egypt', 'Unfinished', 'Contemporary']"
The Twilight Saga Complete Collection,Stephenie Meyer,"['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Paranormal', 'Fiction', 'Supernatural']"
Flight,Sherman Alexie,"['Fiction', 'Young Adult', 'Fantasy', 'Historical Fiction', 'Time Travel', 'Audiobook', 'Science Fiction']"
"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery']"
"The Last Ever After (The School for Good and Evil, #3)",Soman Chainani,"['Fantasy', 'Middle Grade', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Fairy Tales']"
Timon of Athens,William Shakespeare,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'Poetry', 'Literature']"
Troilus and Cressida,William Shakespeare,"['Plays', 'Classics', 'Drama', 'Fiction', 'Poetry', 'Theatre', 'Literature']"
Fat Kid Rules the World,K.L. Going,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Music', 'Teen', 'Humor', 'Audiobook']"
The Twelve Caesars,Suetonius,"['History', 'Classics', 'Nonfiction', 'Biography', 'Ancient History', 'Historical', 'Ancient']"
The Rescue,Nicholas Sparks,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance']"
The Innocents Abroad,Mark Twain,"['Travel', 'Classics', 'Nonfiction', 'Humor', 'Literature', 'History', 'Memoir']"
"White Fire (Pendergast, #13)",Douglas Preston,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook']"
Strange Pilgrims: Twelve Stories,Gabriel García Márquez,"['Short Stories', 'Fiction', 'Magical Realism', 'Classics', 'Spanish Literature', 'Literature', 'Latin American']"
They Came to Baghdad,Agatha Christie,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Thriller', 'Mystery Thriller', 'Detective']"
Le Grand Meaulnes,Alain-Fournier,"['Fiction', 'Classics', 'France', 'French Literature', '20th Century', 'Literature', 'Romance']"
The Enchanted Castle,E. Nesbit,"['Fantasy', 'Classics', 'Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Magic']"
"A Memory of Light (The Wheel of Time, #14)",Robert Jordan,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic']"
"No Time for Goodbye (No Time For Goodbye, #1)",Linwood Barclay,"['Thriller', 'Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Canada']"
The Smartest Guys in the Room: The Amazing Rise and Scandalous Fall of Enron,Bethany McLean,"['Business', 'Nonfiction', 'Finance', 'History', 'Economics', 'True Crime', 'Crime']"
Heart of Darfur,Lisa French Blaker,"['Nonfiction', 'Africa', 'Sudan', 'War', 'Travel', 'Female Authors', 'Autobiography']"
The Romanov Prophecy,Steve Berry,"['Fiction', 'Thriller', 'Historical Fiction', 'Mystery', 'Adventure', 'Russia', 'Mystery Thriller']"
When Breath Becomes Air,Paul Kalanithi,"['Nonfiction', 'Memoir', 'Biography', 'Medicine', 'Medical', 'Audiobook', 'Autobiography']"
Die Therapie,Sebastian Fitzek,"['Thriller', 'Mystery', 'Fiction', 'Crime', 'German Literature', 'Mystery Thriller', 'Audiobook']"
"Command and Control: Nuclear Weapons, the Damascus Accident, and the Illusion of Safety (ALA Notable Books for Adults)",Eric Schlosser,"['History', 'Nonfiction', 'Politics', 'Science', 'Military Fiction', 'War', 'American History']"
I Am Watching You,Teresa Driscoll,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Crime']"
"All That Remains (Kay Scarpetta, #3)",Patricia Cornwell,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']"
Stop Walking on Eggshells: Taking Your Life Back When Someone You Care about Has Borderline Personality Disorder,Paul T. Mason,"['Psychology', 'Nonfiction', 'Self Help', 'Mental Health', 'Relationships', 'Mental Illness', 'Health']"
The Prime of Miss Jean Brodie,Muriel Spark,"['Fiction', 'Classics', 'Historical Fiction', 'Scotland', 'Novels', 'British Literature', 'Literary Fiction']"
"Seizure (Virals, #2)",Kathy Reichs,"['Young Adult', 'Mystery', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Paranormal']"
The Mahābhārata,Krishna-Dwaipayana Vyasa,"['Classics', 'Mythology', 'Religion', 'India', 'Fiction', 'Philosophy', 'Poetry']"
Prelude to Foundation,Isaac Asimov,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Classics', 'Fantasy', 'Space Opera', 'Novels']"
The Glass Palace,Amitav Ghosh,"['Fiction', 'Historical Fiction', 'India', 'Asia', 'Historical', 'Indian Literature', 'Literary Fiction']"
Islands in the Stream,Ernest Hemingway,"['Fiction', 'Classics', 'Literature', 'American', 'Novels', 'Adventure', 'Literary Fiction']"
"Al Capone Does My Shirts (Tales from Alcatraz, #1)",Gennifer Choldenko,"['Historical Fiction', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Historical', 'Realistic Fiction']"
The Last Leaf,O. Henry,"['Short Stories', 'Classics', 'Fiction', 'American', 'Literature', 'School', 'Drama']"
"Acheron (Dark-Hunter, #8; Entire Dark-Hunterverse, #15; Dark-Hunterverse, #23)",Sherrilyn Kenyon,"['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Mythology']"
"The Bear and the Dragon  (John Clark, #3; Jack Ryan Universe, #11)",Tom Clancy,"['Fiction', 'Thriller', 'Espionage', 'Military Fiction', 'Action', 'Suspense', 'Adventure']"
