Title,Average Rating,Director,Budget
Dear Comrade,7.3,Bharat Kamma,
The Sucker,7.3,Gérard Oury,"FRF 5,300,000 (estimated)"
Sulla mia pelle,7.3,Alessio Cremonini,
Bala,7.3,Amar Kaushik,
Talk to Me,7.3,Kasi Lemmons,
El Bola,7.3,Achero Mañas,
Gates of Heaven,7.3,Errol Morris,
Kevin Hart: Laugh at My Pain,7.3,"Leslie Small, Tim Story",
Ajami,7.3,"Scandar Copti, Yaron Shani","$1,000,000 (estimated)"
Ni na bian ji dian,7.3,Tsai Ming-liang,
Pohwasogeuro,7.2,John H. Lee,"$10,000,000 (estimated)"
Return to Space,7.3,"Jimmy Chin, Elizabeth Chai Vasarhelyi",
Le couperet,7.3,Costa-Gavras,
Way Down East,7.3,D.W. Griffith,"$700,000 (estimated)"
Milky Way,7.3,Luis Buñuel,
Pek Yakinda,7.3,Cem Yilmaz,
Jersey,7.3,Gowtam Tinnanuri,"₹310,000,000 (estimated)"
Gadar: Ek Prem Katha,7.3,Anil Sharma,"₹185,000,000 (estimated)"
Lost in La Mancha,7.3,"Keith Fulton, Louis Pepe",
Mardaani,7.3,Pradeep Sarkar,
Majili,7.3,Shiva Nirvana,
Shei xian ai shang ta de,7.3,"Chih-Yen Hsu, Mag Hsu",
A Brief History of Time,7.3,Errol Morris,
Karafuru,7.3,Keiichi Hara,
Trailer Park Boys: Countdown to Liquor Day,7.3,Mike Clattenburg,"$5,000,000 (estimated)"
Afsaid,7.3,Jafar Panahi,"$2,500 (estimated)"
Raining Stones,7.3,Ken Loach,
Bad Seeds,7.3,Kheiron,
Kelebekler,7.3,Tolga Karaçelik,
Bears,7.3,"Alastair Fothergill, Keith Scholey, Adam Chapman","$5,000,000 (estimated)"
Ek Chalis Ki Last Local,7.3,Sanjay M. Khanduri,
Billa,7.3,Vishnuvardhan,"₹120,000,000 (estimated)"
Hong gao liang,7.3,Yimou Zhang,
Le Hérisson,7.3,Mona Achache,
Mayis Sikintisi,7.3,Nuri Bilge Ceylan,
L'emploi du temps,7.3,Laurent Cantet,
Aravindha Sametha Veera Raghava,7.3,Trivikram Srinivas,₹70 (estimated)
Ishqiya,7.3,Abhishek Chaubey,
Eyes Wide Open,7.3,Haim Tabakman,
City Lights,7.3,Hansal Mehta,"₹50,000,000 (estimated)"
Obsluhoval jsem anglického krále,7.3,Jirí Menzel,"CZK 84,450,000 (estimated)"
Geograf globus propil,7.3,Aleksandr Veledinskiy,
Ikimono no kiroku,7.3,Akira Kurosawa,
Gertrud,7.3,Carl Theodor Dreyer,
I Am Heath Ledger,7.3,"Adrian Buitenhuis, Derik Murray",
Running Out of Time,7.3,Johnnie To,
21 Years: Quentin Tarantino,7.3,Tara Wood,
Etz Limon,7.3,Eran Riklis,
Shirkers,7.3,Sandi Tan,
Neadekvatnye lyudi,7.3,Roman Karimov,"$100,000 (estimated)"
Sieranevada,7.3,Cristi Puiu,"€1,400,000 (estimated)"
O Cheiro do Ralo,7.3,Heitor Dhalia,"R$300,000 (estimated)"
The Anthem of the Heart,7.3,Tatsuyuki Nagai,
Salmer fra kjøkkenet,7.3,Bent Hamer,
Riding Alone for Thousands of Miles,7.3,Yimou Zhang,"$7,500,000 (estimated)"
Anjali CBI,7.3,R. Ajay Gnanamuthu,
Nói albinói,7.3,Dagur Kári,"€1,100,000 (estimated)"
Trailer Park Boys: Don't Legalize It,7.3,Mike Clattenburg,
A Dirty Carnival,7.3,Ha Yoo,"$4,700,000 (estimated)"
"Objective, Burma!",7.3,Raoul Walsh,
A fost sau n-a fost?,7.3,Corneliu Porumboiu,"€200,000 (estimated)"
Walk on Water,7.3,Eytan Fox,
Seducing Doctor Lewis,7.3,Jean-François Pouliot,
Händler der vier Jahreszeiten,7.3,Rainer Werner Fassbinder,"DEM 325,000 (estimated)"
Hitchcock/Truffaut,7.3,Kent Jones,
Gupt: The Hidden Truth,7.3,Rajiv Rai,
Sivi kamion crvene boje,7.3,Srdjan Koljevic,
Shiny_Flakes: The Teenage Drug Lord,7.3,"Eva Müller, Michael Schmitt",
Race Gurram,7.3,Surender Reddy,"$5,000,000 (estimated)"
Ji Jie Hao,7.3,Xiaogang Feng,"$16,000,000 (estimated)"
O Ano em Que Meus Pais Saíram de Férias,7.3,Cao Hamburger,"R$3,000,000 (estimated)"
Wang-ui namja,7.3,Lee Joon-ik,
Bana Masal Anlatma,7.3,Burak Aksak,
Hasta la vista,7.3,Geoffrey Enthoven,
Soorma,7.3,Shaad Ali,"₹200,000,000 (estimated)"
Honsla Rakh,7.3,Amarjit Singh Saron,
Pozitia copilului,7.3,Cãlin Peter Netzer,"€850,000 (estimated)"
Dasavatharam,7.3,K.S. Ravikumar,"₹600,000,000 (estimated)"
Sameblod,7.3,Amanda Kernell,
Cesare deve morire,7.3,"Paolo Taviani, Vittorio Taviani",
Gunda,7.3,Kanti Shah,
The Dark House,7.3,Wojciech Smarzowski,"€1,000,000 (estimated)"
Vendhu Thanindhathu Kaadu,7.3,Gautham Vasudev Menon,
Iftarlik Gazoz,7.3,Yüksel Aksu,"$4,500,000 (estimated)"
Orphans of the Storm,7.3,D.W. Griffith,"$1,000,000 (estimated)"
Anlat Istanbul,7.3,"Ömür Atay, Selim Demirdelen, Kudret Sabanci",
Spark: L.I.F.E,7.3,Vikranth Reddy,
2 Coelhos,7.3,Afonso Poyart,"R$3,500,000 (estimated)"
Zoku Miyamoto Musashi: Ichijôji no kettô,7.3,Hiroshi Inagaki,
Hum Hain Rahi Pyar Ke,7.3,Mahesh Bhatt,
Jerusalema,7.3,Ralph Ziman,"$2,000,000 (estimated)"
Der Junge muss an die frische Luft,7.3,Caroline Link,
Shaurya: It Takes Courage to Make Right... Right,7.3,Samar Khan,
Goodbye Solo,7.3,Ramin Bahrani,
Mirchi,7.3,Koratala Siva,
Welad el-Amm,7.3,Sherif Arafa,
Yennai Arindhaal,7.3,Gautham Vasudev Menon,"₹500,000,000 (estimated)"
Baska Dilde Ask,7.3,Ilksen Basarir,
Terms and Conditions May Apply,7.3,Cullen Hoback,
Blackpink: Light Up the Sky,7.3,Caroline Suh,
Page 3,7.3,"Madhur Bhandarkar, Jay Dev Banerjee",
Stromberg - Der Film,7.3,Arne Feldhusen,
Knock Down the House,7.3,Rachel Lears,
Solino,7.3,Fatih Akin,"DEM 10,000,000 (estimated)"
Julayi,7.3,Trivikram Srinivas,
Atharintiki Daaredi,7.3,Trivikram Srinivas,
Vali,7.3,Çagatay Tosun,
The U.S. vs. John Lennon,7.3,"David Leaf, John Scheinfeld",
Drogówka,7.3,Wojciech Smarzowski,"PLN 5,668,688 (estimated)"
Heretic,7.2,"Scott Beck, Bryan Woods",
Alien: Romulus,7.2,Fede Alvarez,"$80,000,000 (estimated)"
Dungeons & Dragons: Honor Among Thieves,7.2,"John Francis Daley, Jonathan Goldstein","$150,000,000 (estimated)"
The Hunger Games,7.2,Gary Ross,"$78,000,000 (estimated)"
Mission: Impossible,7.2,Brian De Palma,"$80,000,000 (estimated)"
Where the Crawdads Sing,7.2,Olivia Newman,"$24,000,000 (estimated)"
The Descent,7.2,Neil Marshall,"£3,500,000 (estimated)"
Don't Look Up,7.2,Adam McKay,"$75,000,000 (estimated)"
The Menu,7.2,Mark Mylod,"$35,000,000 (estimated)"
Grease,7.2,Randal Kleiser,"$6,000,000 (estimated)"
The Equalizer,7.2,Antoine Fuqua,"$55,000,000 (estimated)"
Gosford Park,7.2,Robert Altman,"$19,800,000 (estimated)"
Notting Hill,7.2,Roger Michell,"$42,000,000 (estimated)"
The Great Gatsby,7.2,Baz Luhrmann,"$105,000,000 (estimated)"
The Patriot,7.2,Roland Emmerich,"$110,000,000 (estimated)"
The Little Mermaid,7.2,Rob Marshall,"$355,100,000 (estimated)"
The Suicide Squad,7.2,James Gunn,"$185,000,000 (estimated)"
GoldenEye,7.2,Martin Campbell,"$60,000,000 (estimated)"
Now You See Me,7.2,Louis Leterrier,"$75,000,000 (estimated)"
Fantastic Beasts and Where to Find Them,7.2,David Yates,"$180,000,000 (estimated)"
Shame,7.2,Steve McQueen,"$6,500,000 (estimated)"
Encanto,7.2,"Jared Bush, Byron Howard, Charise Castro Smith","$50,000,000 (estimated)"
Meet Joe Black,7.2,Martin Brest,"$90,000,000 (estimated)"
From Dusk Till Dawn,7.2,Robert Rodriguez,"$19,000,000 (estimated)"
His Three Daughters,7.2,Azazel Jacobs,
Closer,7.2,Mike Nichols,"$27,000,000 (estimated)"
Mother and Child,7.2,Rodrigo García,"$7,000,000 (estimated)"
The Ballad of Buster Scruggs,7.2,"Ethan Coen, Joel Coen",
The Age of Adaline,7.2,Lee Toland Krieger,"$25,000,000 (estimated)"
Red Dragon,7.2,Brett Ratner,"$78,000,000 (estimated)"
Chicago,7.2,Rob Marshall,"$45,000,000 (estimated)"
The Phantom of the Opera,7.2,Joel Schumacher,"$70,000,000 (estimated)"
Dr. No,7.2,Terence Young,"£392,022 (estimated)"
The Man from U.N.C.L.E.,7.2,Guy Ritchie,"$75,000,000 (estimated)"
Mask,7.2,Peter Bogdanovich,"$8,000,000 (estimated)"
The Passion of the Christ,7.2,Mel Gibson,"$30,000,000 (estimated)"
21 Jump Street,7.2,"Phil Lord, Christopher Miller","$42,000,000 (estimated)"
Tremors,7.2,Ron Underwood,"$11,000,000 (estimated)"
The Virgin Suicides,7.2,Sofia Coppola,"$9,000,000 (estimated)"
The Lost Boys,7.2,Joel Schumacher,"$8,500,000 (estimated)"
They Live,7.2,John Carpenter,"$4,000,000 (estimated)"
I Am Legend,7.2,Francis Lawrence,"$150,000,000 (estimated)"
8 Mile,7.2,Curtis Hanson,"$41,000,000 (estimated)"
Magical City Terabithia,7.2,Gabor Csupo,"$17,000,000 (estimated)"
The Matrix Reloaded,7.2,"Lana Wachowski, Lilly Wachowski","$150,000,000 (estimated)"
Willow,7.2,Ron Howard,"$35,000,000 (estimated)"
The Prince of Egypt,7.2,"Brenda Chapman, Steve Hickner, Simon Wells","$70,000,000 (estimated)"
The School of Rock,7.2,Richard Linklater,"$35,000,000 (estimated)"
Coherence,7.2,James Ward Byrkit,"$50,000 (estimated)"
The Road,7.2,John Hillcoat,"$25,000,000 (estimated)"
Natural Born Killers,7.2,Oliver Stone,"$34,000,000 (estimated)"
Sunshine,7.2,Danny Boyle,"£26,000,000 (estimated)"
A.I.,7.2,Steven Spielberg,"$100,000,000 (estimated)"
Vice,7.2,Adam McKay,"$60,000,000 (estimated)"
A Quiet Place Part II,7.2,John Krasinski,"$61,000,000 (estimated)"
Dawn of the Dead,7.2,Zack Snyder,"$26,000,000 (estimated)"
American Hustle,7.2,David O. Russell,"$40,000,000 (estimated)"
Insomnia,7.2,Christopher Nolan,"$46,000,000 (estimated)"
Friday Night Lights,7.2,Peter Berg,"$30,000,000 (estimated)"
Manhunter,7.2,Michael Mann,"$15,000,000 (estimated)"
10 Cloverfield Lane,7.2,Dan Trachtenberg,"$15,000,000 (estimated)"
The Birdcage,7.2,Mike Nichols,"$31,000,000 (estimated)"
Michael Clayton,7.2,Tony Gilroy,"$25,000,000 (estimated)"
The Outfit,7.2,Graham Moore,
King Kong,7.2,Peter Jackson,"$207,000,000 (estimated)"
The Bank Job,7.2,Roger Donaldson,"$20,000,000 (estimated)"
Teenage Mutant Ninja Turtles: Mutant Mayhem,7.2,"Jeff Rowe, Kyler Spears","$70,000,000 (estimated)"
Cold Mountain,7.2,Anthony Minghella,"$79,000,000 (estimated)"
Fracture,7.2,Gregory Hoblit,
Unbroken,7.2,Angelina Jolie,"$65,000,000 (estimated)"
The Princess and the Frog,7.2,"Ron Clements, John Musker","$105,000,000 (estimated)"
Caddyshack,7.2,Harold Ramis,"$6,000,000 (estimated)"
A Bug's Life,7.2,"John Lasseter, Andrew Stanton","$120,000,000 (estimated)"
The Crying Game,7.2,Neil Jordan,"£2,300,000 (estimated)"
Friday,7.2,F. Gary Gray,"$3,500,000 (estimated)"
Top Secret!,7.2,"Jim Abrahams, David Zucker, Jerry Zucker","$9,000,000 (estimated)"
Murder on the Orient Express,7.2,Sidney Lumet,"£1,500,000 (estimated)"
Five Feet Apart,7.2,Justin Baldoni,"$7,000,000 (estimated)"
Silverado,7.2,Lawrence Kasdan,"$26,000,000 (estimated)"
Ant-Man,7.2,Peyton Reed,"$130,000,000 (estimated)"
Moonstruck,7.2,Norman Jewison,"$15,000,000 (estimated)"
Treasure Planet,7.2,"Ron Clements, John Musker","$140,000,000 (estimated)"
A.R.M,7.2,Jithin Lal,"₹600,000,000 (estimated)"
The Book of Life,7.2,Jorge R. Gutiérrez,"$50,000,000 (estimated)"
Rise of the Guardians,7.2,Peter Ramsey,"$145,000,000 (estimated)"
Big Trouble in Little China,7.2,John Carpenter,"$25,000,000 (estimated)"
Videodrome,7.2,David Cronenberg,"$5,952,000 (estimated)"
Lawless,7.2,John Hillcoat,"$26,000,000 (estimated)"
The Age of Innocence,7.2,Martin Scorsese,"$34,000,000 (estimated)"
Enter the Void,7.2,Gaspar Noé,"$16,000,000 (estimated)"
Hostiles,7.2,Scott Cooper,"$39,000,000 (estimated)"
Silence,7.2,Martin Scorsese,"$46,000,000 (estimated)"
The Founder,7.2,John Lee Hancock,"$25,000,000 (estimated)"
We Were Soldiers,7.2,Randall Wallace,"$75,000,000 (estimated)"
The Rainmaker,7.2,Francis Ford Coppola,"$40,000,000 (estimated)"
Fences,7.2,Denzel Washington,"$24,000,000 (estimated)"
Monsters University,7.2,Dan Scanlon,"$200,000,000 (estimated)"
Chocolat,7.2,Lasse Hallström,"$25,000,000 (estimated)"
D.O.A.,7.2,Rudolph Maté,
Mean Streets,7.2,Martin Scorsese,"$500,000 (estimated)"
Go,7.2,Doug Liman,"$20,000,000 (estimated)"
Wild at Heart,7.2,David Lynch,"$9,500,000 (estimated)"
"Good Luck to You, Leo Grande",7.2,Sophie Hyde,
The Butler,7.2,Lee Daniels,"$30,000,000 (estimated)"
The SpongeBob SquarePants Movie,7.2,"Stephen Hillenburg, Mark Osborne","$30,000,000 (estimated)"
A Beautiful Day in the Neighborhood,7.2,Marielle Heller,"$25,000,000 (estimated)"
Slap Shot,7.2,George Roy Hill,"$6,000,000 (estimated)"
The Fountain,7.2,Darren Aronofsky,"$35,000,000 (estimated)"
Easy Rider,7.2,Dennis Hopper,"$360,000 (estimated)"
Angel Heart,7.2,Alan Parker,"$17,000,000 (estimated)"
Ronin,7.2,John Frankenheimer,"$55,000,000 (estimated)"
Papillon,7.2,Michael Noer,"$7,000,000 (estimated)"
The Post,7.2,Steven Spielberg,"$50,000,000 (estimated)"
Belfast,7.2,Kenneth Branagh,"$11,000,000 (estimated)"
Frailty,7.2,Bill Paxton,"$11,000,000 (estimated)"
The Doors,7.2,Oliver Stone,"$38,000,000 (estimated)"
A Dog's Purpose,7.2,Lasse Hallström,"$22,000,000 (estimated)"
The Courier,7.2,Dominic Cooke,
Team America: World Police,7.2,Trey Parker,"$32,000,000 (estimated)"
RocknRolla,7.2,Guy Ritchie,"$18,000,000 (estimated)"
Finding Dory,7.2,"Andrew Stanton, Angus MacLane","$200,000,000 (estimated)"
A Room with a View,7.2,James Ivory,"$3,000,000 (estimated)"
Strange Days,7.2,Kathryn Bigelow,"$42,000,000 (estimated)"
Bitter Moon,7.2,Roman Polanski,"$5,000,000 (estimated)"
Somewhere in Time,7.2,Jeannot Szwarc,"$5,100,000 (estimated)"
An American Crime,7.2,Tommy O'Haver,"$2,000,000 (estimated)"
Quills,7.2,Philip Kaufman,"$13,500,000 (estimated)"
Origin,7.2,Ava DuVernay,"$38,000,000 (estimated)"
Only Lovers Left Alive,7.2,Jim Jarmusch,"$7,000,000 (estimated)"
The Full Monty,7.2,Peter Cattaneo,"$3,500,000 (estimated)"
War Horse,7.2,Steven Spielberg,"$66,000,000 (estimated)"
Steve Jobs,7.2,Danny Boyle,"$30,000,000 (estimated)"
Swingers,7.2,Doug Liman,"$200,000 (estimated)"
Star Trek VI: The Undiscovered Country,7.2,Nicholas Meyer,"$30,000,000 (estimated)"
Woman on the Run,7.2,Norman Foster,
Belfast,7.2,Yann Demange,
The Life Aquatic with Steve Zissou,7.2,Wes Anderson,"$50,000,000 (estimated)"
Transformers,7.2,Nelson Shin,"$6,000,000 (estimated)"
The Fox and the Hound,7.2,"Ted Berman, Richard Rich, Art Stevens","$12,000,000 (estimated)"
Living,7.2,Oliver Hermanus,
Born on the Fourth of July,7.2,Oliver Stone,"$14,000,000 (estimated)"
August: Osage County,7.2,John Wells,"$25,000,000 (estimated)"
"Sex, Lies, and Videotape",7.2,Steven Soderbergh,"$1,200,000 (estimated)"
The Parent Trap,7.2,David Swift,
La mariée était en noir,7.2,François Truffaut,"$747,000 (estimated)"
Hitcher,7.2,Robert Harmon,"$6,000,000 (estimated)"
Drugstore Cowboy,7.2,Gus Van Sant,"$2,500,000 (estimated)"
Phantom Lady,7.2,Robert Siodmak,
Election,7.2,Alexander Payne,"$25,000,000 (estimated)"
State of Grace,7.2,Phil Joanou,"$18,000,000 (estimated)"
Sleeping Beauty,7.2,"Les Clark, Clyde Geronimi, Eric Larson","$6,000,000 (estimated)"
Major League,7.2,David S. Ward,"$11,000,000 (estimated)"
Crazy Heart,7.2,Scott Cooper,"$7,000,000 (estimated)"
The Ghost Writer,7.2,Roman Polanski,"$45,000,000 (estimated)"
Speak,7.2,Jessica Sharzer,"$1,000,000 (estimated)"
The Best Exotic Marigold Hotel,7.2,John Madden,"$10,000,000 (estimated)"
Re-Animator,7.2,Stuart Gordon,"$900,000 (estimated)"
The Darjeeling Limited,7.2,Wes Anderson,"$16,000,000 (estimated)"
A River Runs Through It,7.2,Robert Redford,"$12,000,000 (estimated)"
Force Majeure,7.2,Ruben Östlund,
Magnum Force,7.2,Ted Post,
Dead Ringers,7.2,David Cronenberg,"$13,000,000 (estimated)"
Ruby Sparks,7.2,"Jonathan Dayton, Valerie Faris","$8,000,000 (estimated)"
Chasing Amy,7.2,Kevin Smith,"$250,000 (estimated)"
An Education,7.2,Lone Scherfig,"$7,500,000 (estimated)"
The Light Between Oceans,7.2,Derek Cianfrance,"$20,000,000 (estimated)"
"Merry Christmas, Mr. Lawrence",7.2,Nagisa Ôshima,
The Hudsucker Proxy,7.2,"Joel Coen, Ethan Coen","$40,000,000 (estimated)"
Ringu,7.2,Hideo Nakata,"$1,200,000 (estimated)"
Stuck in Love.,7.2,Josh Boone,
The Dead Zone,7.2,David Cronenberg,"$10,000,000 (estimated)"
The Italian Job,7.2,Peter Collinson,"$3,000,000 (estimated)"
Them!,7.2,Gordon Douglas,
Men of Honor,7.2,George Tillman Jr.,"$32,000,000 (estimated)"
Spirit: Stallion of the Cimarron,7.2,"Kelly Asbury, Lorna Cook","$80,000,000 (estimated)"
About Schmidt,7.2,Alexander Payne,"$30,000,000 (estimated)"
The Wife,7.2,Björn Runge,
Pay It Forward,7.2,Mimi Leder,"$40,000,000 (estimated)"
Christopher Robin,7.2,Marc Forster,"$75,000,000 (estimated)"
Eve's Bayou,7.2,Kasi Lemmons,"$6,000,000 (estimated)"
Mirage,7.2,Edward Dmytryk,
Compartment No 6,7.2,Juho Kuosmanen,"€2,230,000 (estimated)"
Animal Kingdom,7.2,David Michôd,"A$5,000,000 (estimated)"
Breakfast on Pluto,7.2,Neil Jordan,
The Report,7.2,Scott Z. Burns,
Love & Basketball,7.2,Gina Prince-Bythewood,"$20,000,000 (estimated)"
Coffin for a Gunfighter,7.2,Sergio Corbucci,
Naanum Rowdydhaan,7.2,Vignesh Shivan,
Vanishing Point,7.2,Richard C. Sarafian,"$1,585,000 (estimated)"
"20,000 Leagues Under the Sea",7.2,Richard Fleischer,"$9,000,000 (estimated)"
Muriel's Wedding,7.2,P.J. Hogan,"$9,000,000 (estimated)"
Testament of Youth,7.2,James Kent,
Angst,7.2,Gerald Kargl,"€400,000 (estimated)"
The Professor and the Madman,7.2,Farhad Safinia,"$25,000,000 (estimated)"
In the Line of Fire,7.2,Wolfgang Petersen,"$40,000,000 (estimated)"
Anthropoid,7.2,Sean Ellis,
Bad Boys,7.2,Rick Rosenthal,
Bees' Secret Life,7.2,Gina Prince-Bythewood,"$11,000,000 (estimated)"
St. Vincent,7.2,Theodore Melfi,"$13,000,000 (estimated)"
The War Zone,7.2,Tim Roth,
"Paris, je t'aime",7.2,"Olivier Assayas, Frédéric Auburtin, Gurinder Chadha","$13,000,000 (estimated)"
Runaway Train,7.2,Andrey Konchalovskiy,"$9,000,000 (estimated)"
Mongol,7.2,Sergei Bodrov,"$18,000,000 (estimated)"
The Misfits,7.2,John Huston,"$4,000,000 (estimated)"
A Mighty Wind,7.2,Christopher Guest,
The Man Who Knew Infinity,7.2,Matt Brown,"$10,000,000 (estimated)"
Meng Long Guo Jiang,7.2,Bruce Lee,"$130,000 (estimated)"
Candy,7.2,Neil Armfield,
Dracula,7.2,Terence Fisher,"£81,000 (estimated)"
Sin-gwa Ham-kke: Jwi-wa Beol,7.2,Kim Yong-hwa,
Mejjorpelicul Mi FavoritA,7.2,"Joy Batchelor, John Halas",
Wish Dragon,7.2,Chris Appelhans,
Cactus Flower,7.2,Gene Saks,"$3,000,000 (estimated)"
The Great Race,7.2,Blake Edwards,"$12,000,000 (estimated)"
Viva Zapata!,7.2,Elia Kazan,"$1,800,000 (estimated)"
Fahrenheit 451,7.2,François Truffaut,"$1,500,000 (estimated)"
The Mole,7.2,Alejandro Jodorowsky,"$1,000,000 (estimated)"
Rescued by Ruby,7.2,Katt Shea,
Bhakshak,7.2,Pulkit,
Dope,7.2,Rick Famuyiwa,"$7,000,000 (estimated)"
The Outlaws,7.2,Yunsung Kang,
Nightwatch,7.2,Ole Bornedal,
Till,7.2,Chinonye Chukwu,"$33,000,000 (estimated)"
Black Box,7.2,Yann Gozlan,
The Young Victoria,7.2,Jean-Marc Vallée,"$35,000,000 (estimated)"
A Soldier's Story,7.2,Norman Jewison,"$6,000,000 (estimated)"
Arlington Road,7.2,Mark Pellington,"$31,000,000 (estimated)"
Dumbo,7.2,"Samuel Armstrong, Norman Ferguson, Wilfred Jackson","$950,000 (estimated)"
Shallow Grave,7.2,Danny Boyle,"$2,500,000 (estimated)"
Anomalisa,7.2,"Duke Johnson, Charlie Kaufman","$8,000,000 (estimated)"
Mientras Duermes,7.2,Jaume Balagueró,"$5,000,000 (estimated)"
Columbus,7.2,Kogonada,
Summer of '42,7.2,Robert Mulligan,"$1,000,000 (estimated)"
Strictly Ballroom,7.2,Baz Luhrmann,"A$3,000,000 (estimated)"
Toivon tuolla puolen,7.2,Aki Kaurismäki,"€1,600,000 (estimated)"
Quadrophenia,7.2,Franc Roddam,
The Siege of Jadotville,7.2,Richie Smyth,
Defending Your Life,7.2,Albert Brooks,
The Last of Sheila,7.2,Herbert Ross,"$2,000,000 (estimated)"
Pump Up the Volume,7.2,Allan Moyle,
Pat Garrett and Billy the Kid,7.2,Sam Peckinpah,"$4,638,783 (estimated)"
Brian Banks,7.2,Tom Shadyac,"$10,000,000 (estimated)"
Honey Boy,7.2,Alma Har'el,
Kamikaze Pizza,7.2,Goran Dukic,"$1,000,000 (estimated)"
Los Abrazos Rotos,7.2,Pedro Almodóvar,"$18,000,000 (estimated)"
The Beguiled,7.2,Don Siegel,
Leo,7.2,Lokesh Kanagaraj,
The Andromeda Strain,7.2,Robert Wise,"$6,500,000 (estimated)"
The Physician,7.2,Philipp Stölzl,"$36,000,000 (estimated)"
Fist of Fury,7.2,Wei Lo,"$100,000 (estimated)"
The Sessions,7.2,Ben Lewin,"$1,000,000 (estimated)"
The Tale,7.2,Jennifer Fox,
Conviction,7.2,Tony Goldwyn,"$12,500,000 (estimated)"
Wonder Boys,7.2,Curtis Hanson,"$55,000,000 (estimated)"
She Wore a Yellow Ribbon,7.2,John Ford,"$1,600,000 (estimated)"
The Mighty,7.2,Peter Chelsom,
Avanti!,7.2,Billy Wilder,"$2,750,000 (estimated)"
Cid,7.2,Anthony Mann,"$6,250,000 (estimated)"
Arizona Dream,7.2,Emir Kusturica,"$19,000,000 (estimated)"
The Witcher: Nightmare of the Wolf,7.2,Kwang Il Han,
Harry Brown,7.2,Daniel Barber,"$7,300,000 (estimated)"
Secretariat,7.2,Randall Wallace,"$35,000,000 (estimated)"
Eight Men Out,7.2,John Sayles,"$6,100,000 (estimated)"
Glory Road,7.2,James Gartner,
Old Yeller,7.2,Robert Stevenson,
Sedmikrásky,7.2,Vera Chytilová,
Beginners,7.2,Mike Mills,"$3,200,000 (estimated)"
Little Women,7.2,Mervyn LeRoy,
The Bridge,7.2,Eric Steel,"$25,000 (estimated)"
The Brave Little Toaster,7.2,Jerry Rees,"$2,300,000 (estimated)"
Smoke Signals,7.2,Chris Eyre,"$2,000,000 (estimated)"
Certified Copy,7.2,Abbas Kiarostami,"€7,000,000 (estimated)"
The Wolf Man,7.2,George Waggner,"$180,000 (estimated)"
The End of the Tour,7.2,James Ponsoldt,
Dolemite Is My Name,7.2,Craig Brewer,
The Man from Snowy River,7.2,George Miller,"$3,500,000 (estimated)"
The Ipcress File,7.2,Sidney J. Furie,"$750,000 (estimated)"
Super Size Me,7.2,Morgan Spurlock,"$65,000 (estimated)"
Rye Lane,7.2,Raine Allen-Miller,
Polytechnique,7.2,Denis Villeneuve,
J'accuse,7.2,Roman Polanski,"$25,300,000 (estimated)"
Nuovo Olimpo,7.2,Ferzan Özpetek,
First They Killed My Father,7.2,Angelina Jolie,"$24,000,000 (estimated)"
Julius Caesar,7.2,Joseph L. Mankiewicz,"$2,070,000 (estimated)"
Far from the Madding Crowd,7.2,John Schlesinger,"$2,750,000 (estimated)"
Maharshi,7.2,Vamshi Paidipally,
Scarecrow,7.2,Jerry Schatzberg,
Desk Set,7.2,Walter Lang,
Yamawatta,7.2,Andrew Levitas,
"Batman: The Long Halloween, Part One",7.2,Chris Palmer,
