Title,Average Rating,Worldwide Gross
The Nun's Story,7.5,
The Harder They Fall,7.5,
Lunana: A Yak in the Classroom,7.5,"$1,990,014"
The Hitter,7.5,
The Damned United,7.5,"$4,091,378"
Room at the Top,7.5,
Submarino,7.5,"$815,998"
Baisers volés,7.5,$509
L'instinct de mort,7.5,"$31,076,533"
Uzak,7.5,"$767,337"
Since You Went Away,7.5,
Europa Europa,7.5,"$5,575,738"
All or Nothing,7.5,"$2,847,049"
The Lavender Hill Mob,7.5,"$32,232"
The Wolf House,7.5,"$1,970"
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,7.5,
Ludwig,7.5,
Iron Monkey,7.5,"$14,694,904"
Die Fälscher,7.5,"$18,814,713"
Dil Se..,7.5,
"Sjecas li se, Dolly Bell",7.5,
One Piece: Stampede,7.5,"$81,574,810"
Brute Force,7.5,
Summer with Monika,7.5,"$14,459"
Never Cry Wolf,7.5,"$29,600,000"
Wheel of Fortune and Fantasy,7.5,"$1,549,323"
Scaramouche,7.5,
As It Is in Heaven,7.5,"$18,328,469"
The Palm Beach Story,7.5,
An Inspector Calls,7.5,"$6,331,372"
Jane Eyre,7.5,
Profumo di donna,7.5,"$41,998"
Sanatorium pod Klepsydra,7.5,
Stories We Tell,7.5,"$2,641,053"
Hum Aapke Hain Koun...!,7.5,
Bandit Queen,7.5,"$399,748"
Tokyo Sonata,7.5,"$943,547"
This Sporting Life,7.5,$813
Seksmisja,7.5,
Vargtimmen,7.5,
Wadjda,7.5,"$6,499,169"
March of the Penguins,7.5,"$127,392,693"
The Mark of Zorro,7.5,"$10,248"
The Five Heartbeats,7.5,"$8,750,400"
Cobain: Montage of Heck,7.5,"$706,750"
Omar,7.5,"$614,444"
The Letter,7.5,"$16,455"
Miryang,7.5,"$11,583,380"
The Desperate Hours,7.5,
Entre les murs,7.5,"$29,303,505"
Rurouni Kenshin: Kyoto Inferno,7.5,"$52,696,176"
Nowhere in Africa,7.5,"$24,322,180"
Imitation of Life,7.5,
The Petrified Forest,7.5,
Here Comes Mr. Jordan,7.5,
The Talk of the Town,7.5,
Bareilly Ki Barfi,7.5,"$4,873,745"
Sahara,7.5,
I cento passi,7.5,"$216,026"
The Good Earth,7.5,
The Summit of the Gods,7.5,"$1,756,552"
Le père Noël est une ordure,7.5,
Red Cliff II,7.5,"$120,432,178"
Baby Face,7.5,
King Rat,7.5,
Monsieur Lazhar,7.5,"$9,074,711"
Roger & Me,7.5,"$7,706,368"
Medianeras,7.5,"$1,008,116"
The Mountain,7.5,
I Want to Live!,7.5,
Beau Geste,7.5,
Manorama Six Feet Under,7.5,"$141,551"
Elling,7.5,"$2,042,190"
Güeros,7.5,"$102,354"
La fille sur le pont,7.5,
Sardar,7.5,"$2,497,844"
Get Real,7.5,"$1,176,597"
Tanhaji: The Unsung Warrior,7.5,"$45,221,814"
Kings Row,7.5,"$5,093,000"
Queen Christina,7.5,
Siworae,7.5,"$225,223"
L'ami de mon amie,7.5,"$825,128"
303,7.5,"$351,216"
Long Day's Journey Into Night,7.5,
'83,7.5,"$7,351,061"
Mersal,7.5,"$2,287,182"
My Winnipeg,7.5,"$316,743"
Ansiktet,7.5,
A Day at the Races,7.5,
Rurouni Kenshin: The Legend Ends,7.5,"$41,900,000"
Claire's Knee,7.5,"$5,112"
Maboroshi no hikari,7.5,"$144,025"
Detective Story,7.5,
Blancanieves,7.5,"$2,585,522"
Romancham,7.5,"$1,544,653"
The Tragedy of Othello: The Moor of Venice,7.5,"$28,980"
La noche de 12 años,7.5,"$825,391"
De Marathon,7.5,"$3,281,734"
Somebody Up There Likes Me,7.5,"$9,528"
Varjoja paratiisissa,7.5,$298
Shaadi Mein Zaroor Aana,7.5,"$97,154"
Bullet in the Head,7.5,
And Now for Something Completely Different,7.5,"$6,979"
Where to Invade Next,7.5,"$4,664,756"
Saturday Night and Sunday Morning,7.5,$370
El ciudadano ilustre,7.5,"$4,525,656"
Land and Freedom,7.5,"$228,800"
Val (Duh),7.5,
Elle s'appelait Sarah,7.5,"$24,792,815"
Lásky jedné plavovlásky,7.5,
The Dresser,7.5,"$5,310,748"
La danza de la realidad,7.5,"$558,636"
Young Mr. Lincoln,7.5,
Izgnanie,7.5,"$641,101"
"Come Back, Little Sheba",7.5,
Wan pisu firumu: sutorongu warudo,7.5,"$49,271,461"
Swing Time,7.5,"$6,317"
Tous les matins du monde,7.5,"$3,089,497"
Jodhaa Akbar,7.5,"$26,935,618"
Les invasions barbares,7.5,"$34,883,010"
Dupa dealuri,7.5,"$673,493"
Jusqu'à La Garde,7.5,"$3,790,360"
Parched,7.5,"$1,584,153"
The Decline of Western Civilization,7.5,$440
The Roundabout,7.5,$852
E la nave va,7.5,$226
Una pura formalità,7.5,"$190,749"
Los lunes al sol,7.5,"$9,832,663"
Bab el hadid,7.5,
Becoming Warren Buffett,7.5,
A Touch of Zen,7.5,
Kirikou et la sorcière,7.5,"$281,179"
Rehnaa Hai Terre Dil Mein,7.5,
Qingshaonian Nuozha,7.5,"$28,791"
Dôruzu,7.5,"$5,405,725"
Horse Feathers,7.5,$208
Thieves' Highway,7.5,
Taxi to the Dark Side,7.5,"$294,309"
Une Affaire De Femmes,7.5,
Dhamaal,7.5,"$11,077,541"
Endless Poetry,7.5,"$559,029"
Armadillo,7.5,"$2,018,685"
L'enfant sauvage,7.5,"$65,560"
The Loneliness of the Long Distance Runner,7.5,
Yoru wa mijikashi aruke yo otome,7.5,"$3,884,060"
Le vieux fusil,7.5,"$2,225"
Le concert,7.5,"$41,146,351"
Tekkon kinkurîto,7.5,"$42,840"
Lucifer,7.5,"$3,956,978"
Dum Laga Ke Haisha,7.5,"$4,219,952"
One Child Nation,7.5,"$271,841"
Birds of Passage,7.5,"$2,517,405"
The Scarlet Empress,7.5,"$3,353"
Saraband,7.5,"$975,181"
Amazing Grace,7.5,"$7,796,112"
Yazgi,7.5,
Secret,7.5,"$8,968,358"
Sommarlek,7.5,"$17,551"
Wild River,7.5,
Rocket Singh: Salesman of the Year,7.5,"$197,650"
Monsieur Hire,7.5,"$1,417,030"
Jolly LLB,7.5,"$5,903,218"
"Léon Morin, prêtre",7.5,"$72,908"
La bête humaine,7.5,
Fear City: A Family-Style Comedy,7.5,
Failan,7.5,"$49,665"
Sons of the Desert,7.5,
The Mission,7.5,
Ansikte mot ansikte,7.5,
Wham,7.5,
You Are the Apple of My Eye,7.6,"$30,244,643"
Le huitième jour,7.5,"$33,031,984"
Bikur Ha-Tizmoret,7.5,"$14,587,587"
The Ghazi Attack,7.5,"$2,817,248"
Hacivat Karagöz Neden Öldürüldü?,7.5,"$3,004,541"
La peau douce,7.5,"$30,706"
Kiler,7.5,
Zivot je cudo,7.5,"$5,363,574"
Metallica: Some Kind of Monster,7.5,"$1,980,444"
The Navigator,7.5,
A Room for Romeo Brass,7.5,"$19,478"
Ruang rak noi nid mahasan,7.5,"$63,095"
Unutursam Fisilda,7.5,"$8,079,191"
Stand by Me Doraemon 2,7.5,"$65,201,374"
100 metros,7.5,"$2,091,517"
Vavien,7.5,"$879,768"
"Ano natsu, ichiban shizukana umi",7.5,
Il bidone,7.5,
Ek Hasina Thi,7.5,
Ddongpari,7.5,"$686,703"
Bekas,7.5,"$479,226"
The Miracle of Morgan's Creek,7.5,
Le fils,7.5,"$1,057,439"
Survive Style 5+,7.5,
Phas Gaye Re Obama,7.5,"$537,952"
The Inevitable Defeat of Mister & Pete,7.5,"$506,303"
Lootcase,7.5,"$3,696"
Oscar,7.5,
Maria Larssons eviga ögonblick,7.5,"$3,383,108"
Hichki,7.5,"$26,055,222"
The Music Never Stopped,7.5,"$342,202"
The Docks of New York,7.5,
Jesus of Montreal,7.5,"$1,601,612"
Trapped,7.5,"$436,529"
Sai de ke · ba lai: Tai yang qi,7.5,"$4,670,432"
Sivaji,7.5,"$5,871,620"
"Liza, a rókatündér",7.5,"$540,928"
The First Day of the Rest of Your Life,7.5,"$13,247,396"
Nannaku Prematho,7.5,"$1,003"
Sharmaji Namkeen,7.5,
Ma vie en rose,7.5,"$2,162,043"
Kozure Ôkami: Shinikazeni mukau ubaguruma,7.5,
Arya 2,7.5,
Bang Boom Bang - Ein todsicheres Ding,7.5,
La femme de l'aviateur,7.5,$923
Kumaré,7.5,"$132,160"
Aleksandr Nevskiy,7.5,"$2,226"
Waar,7.5,"$556,003"
The Freshman,7.5,
Unfaithfully Yours,7.5,
"Fat, Sick & Nearly Dead",7.5,
Tang shan da di zhen,7.5,"$100,297,508"
Die Fremde,7.5,"$1,338,132"
African Cats,7.5,"$30,857,747"
The Boy and the World,7.5,"$277,143"
Bigger Stronger Faster*,7.5,"$308,575"
Footlight Parade,7.5,
Feels Good Man,7.5,
Mosul,7.5,
Tiempo de valientes,7.5,"$2,083,516"
Kiborgy. Heroyi ne vmyrayut,7.5,"$884,894"
Behzat Ç.: Seni Kalbime Gömdüm,7.5,"$2,727,185"
Titli,7.5,"$229,691"
The Yacoubian Building,7.5,"$2,414,837"
Sai Yau Gei: Yut Gwong Bou Haap,7.5,"$1,499,696"
A Simple Life,7.5,"$4,776,272"
I Am Greta,7.5,"$363,088"
Benim Dünyam,7.5,"$7,406,037"
Troubled Water,7.5,"$1,232,102"
Saand Ki Aankh,7.5,"$3,239,747"
Chillar Party,7.5,"$832,150"
Siya,7.5,
Welcome,7.5,"$13,578,009"
Neram,7.5,
The White Diamond,7.5,
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",7.5,"$507,941"
Ramprasad Ki Tehrvi,7.5,"$9,727"
Uzun Hikâye,7.5,"$3,839,316"
Kuruthi,7.5,
Mustafa Hakkinda Hersey,7.5,"$261,085"
Doua lozuri,7.5,"$593,418"
Santouri,7.5,
Kozure Ôkami: Oya no kokoro ko no kokoro,7.5,
Pindam,7.5,
Do Dooni Chaar,7.5,
Srimanthudu,7.5,"$14,240,289"
Voyna,7.5,"$1,887"
Miyamoto Musashi kanketsuhen: kettô Ganryûjima,7.5,
Qiu Ju da guan si,7.5,"$1,890,247"
Mim mesle madar,7.5,
Excuse My French,7.5,
O chyom govoryat muzhchiny,7.5,"$12,824,118"
Mutluluk,7.5,"$3,605,671"
Zero 2,7.5,"$368,432"
Seethamma Vakitlo Sirimalle Chettu,7.5,
La faute à Fidel!,7.5,"$1,360,243"
Dhaka Attack,7.5,"$12,181"
Writer Padmabhushan,7.5,"$21,368"
Mastaney,7.4,"$676,950"
The Yes Men Fix the World,7.5,"$241,868"
Dashing Detective,7.5,"$94,491"
Wheels,7.5,
Leily Ba Man Ast,7.5,
Outfoxed: Rupert Murdoch's War on Journalism,7.5,"$461,572"
The Substance,7.4,"$55,313,333"
Malèna,7.4,"$14,493,284"
Nocturnal Animals,7.4,"$30,311,857"
Predestination,7.4,"$4,942,449"
Scream,7.4,"$173,046,663"
Dracula,7.4,"$215,862,692"
The Zone of Interest,7.4,"$52,798,026"
Harry Potter and the Chamber of Secrets,7.4,"$882,546,027"
The Boy and the Heron,7.4,"$172,815,287"
Spider-Man,7.4,"$825,802,095"
I Know Where I'm Going!,7.4,"$89,527"
How to Train Your Dragon: The Hidden World,7.4,"$539,987,993"
John Wick,7.4,"$86,085,139"
Me Before You,7.4,"$208,445,075"
Ready Player One,7.4,"$607,874,422"
Frozen,7.4,"$1,306,450,154"
Palm Springs,7.4,"$1,512,871"
The Lighthouse,7.4,"$18,125,187"
"Crazy, Stupid, Love.",7.4,"$145,086,643"
The Rocky Horror Picture Show,7.4,"$115,791,236"
Superman,7.4,"$300,478,449"
Lady Bird,7.4,"$78,987,280"
Nobody,7.4,"$57,510,518"
Spider-Man: Homecoming,7.4,"$880,944,210"
The Nice Guys,7.4,"$71,261,763"
Juno,7.4,"$232,373,066"
Pirates of the Caribbean: Dead Man's Chest,7.4,"$1,066,179,747"
A Nightmare on Elm Street,7.4,"$25,858,216"
Zero Dark Thirty,7.4,"$132,820,716"
Tár,7.4,"$29,048,571"
The Texas Chain Saw Massacre,7.4,"$30,920,518"
Ordinary Angels,7.4,"$20,571,534"
Erin Brockovich,7.4,"$256,271,286"
Looper,7.4,"$176,506,819"
Blowup,7.4,"$38,575"
Beautiful Boy,7.4,"$31,749,905"
A History of Violence,7.4,"$61,385,065"
Carrie,7.4,"$33,861,395"
Uncut Gems,7.4,"$50,023,780"
Mission: Impossible - Ghost Protocol,7.4,"$694,713,380"
Terms of Endearment,7.4,"$108,423,749"
National Lampoon's Animal House,7.4,"$141,607,219"
Cloud Atlas,7.4,"$130,516,424"
Shang-Chi and the Legend of the Ten Rings,7.4,"$432,243,292"
The Hobbit: The Battle of the Five Armies,7.4,"$962,253,946"
X2,7.4,"$407,711,549"
Air,7.4,"$90,060,106"
Mission: Impossible - Rogue Nation,7.4,"$682,716,636"
Galaxy Quest,7.4,"$90,685,205"
Dìdi,7.4,"$5,132,330"
Mud,7.4,"$32,613,173"
John Wick: Chapter 3 - Parabellum,7.4,"$328,349,908"
Moonlight,7.4,"$65,172,611"
The Rock,7.4,"$335,062,621"
The English Patient,7.4,"$231,976,425"
Jacob's Ladder,7.4,"$26,118,851"
Darkest Hour,7.4,"$150,847,274"
Spider-Man: Far from Home,7.4,"$1,132,705,055"
Tyuhvhj,7.4,"$81,600,000"
The Talented Mr. Ripley,7.4,"$138,031,432"
Shrek 2,7.4,"$932,406,549"
John Wick: Chapter 2,7.4,"$174,348,632"
Law Abiding Citizen,7.4,"$127,944,208"
The Evil Dead,7.4,"$2,895,590"
The Terminal,7.4,"$219,100,084"
Corpse Bride,7.4,"$117,237,680"
Limitless,7.4,"$161,849,455"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,7.4,"$262,552,893"
Beverly Hills Cop,7.4,"$316,360,478"
Downtown Abbey,7.4,"$194,694,725"
Bullitt,7.4,"$511,852"
The Taste of Things,7.4,"$10,462,726"
Molly's Game,7.4,"$59,284,015"
American Graffiti,7.4,"$115,006,578"
The Judge,7.4,"$84,419,388"
The Emperor's New Groove,7.4,"$169,707,314"
Back to the Future Part III,7.4,"$245,077,583"
Phantom Thread,7.4,"$48,707,766"
Luca,7.4,"$51,074,773"
Gokseong,7.4,"$49,851,770"
Witness,7.4,"$68,706,993"
Tootsie,7.4,"$177,200,271"
Eighth Year,7.4,"$14,347,433"
Gi-eok-ui Bam,7.4,"$9,968,972"
Downton Abbey 2,7.4,"$92,651,384"
De Rouille Et D'os,7.4,"$25,807,712"
Minari,7.4,"$15,288,578"
Tetris,7.4,
Mid90s,7.4,"$9,303,022"
Oliver!,7.4,$228
Invasion of the Body Snatchers,7.4,"$24,949,050"
Up in the Air,7.4,"$166,842,739"
Sully,7.4,"$243,870,033"
Nosferatu - Phantom der Nacht,7.4,"$3,389"
Body Heat,7.4,"$24,058,838"
Of Mice and Men,7.4,"$5,471,088"
The Land Before Time,7.4,"$84,704,291"
[Rec],7.4,"$32,511,655"
BlackBerry,7.4,"$2,047,650"
War for the Planet of the Apes,7.4,"$490,719,763"
K-PAX,7.4,"$65,001,485"
Beoning,7.4,"$7,578,063"
Sherlock Holmes: A Game of Shadows,7.4,"$543,848,418"
The Painted Veil,7.4,"$26,910,847"
Inside Llewyn Davis,7.4,"$32,962,157"
High Fidelity,7.4,"$47,126,295"
Open Range,7.4,"$68,296,293"
The Duellists,7.4,
Garden Flower,7.4,"$35,825,316"
La Belle Epoque,7.4,"$14,384,206"
Begin Again,7.4,"$105,539,577"
Army of Darkness,7.4,"$11,514,639"
Elizabeth,7.4,"$82,150,642"
The Mission,7.4,"$17,503,446"
A Bridge Too Far,7.4,"$50,750,000"
The Teachers' Lounge,7.4,"$5,705,402"
The Way Way Back,7.4,"$26,474,920"
Life as a House,7.4,"$23,903,791"
Green Street,7.4,"$3,814,717"
August Rush,7.4,"$66,122,026"
Three Days of the Condor,7.4,"$27,476,252"
Man on the Moon,7.4,"$47,434,430"
Blow Out,7.4,"$12,001,495"
High Plains Drifter,7.4,"$15,706,540"
Buffalo '66,7.4,"$2,375,718"
Notes on a Scandal,7.4,"$49,814,557"
Frequency,7.4,"$68,106,245"
Howards,7.4,"$26,352,672"
Straw Dogs,7.4,
Thief,7.4,"$11,494,812"
Dirty Rotten Scoundrels,7.4,"$42,039,085"
Marathon Man,7.4,"$21,709,020"
Frances Ha,7.4,"$8,987,134"
The Cider House Rules,7.4,"$88,545,092"
Funny Girl,7.4,"$52,225,786"
True Grit,7.4,"$276,418"
Onward,7.4,"$141,940,042"
Durante La Tormenta,7.4,"$17,325,485"
The Bucket List,7.4,"$175,372,502"
Welcome to the Dollhouse,7.4,"$4,569,882"
Eclipse Total,7.4,"$24,361,867"
To Catch a Thief,7.4,"$7,117"
"McFarland, USA",7.4,"$45,710,059"
Reign Over Me,7.4,"$22,242,388"
Five Easy Pieces,7.4,
Die Blechtrommel,7.4,"$7,159"
A Hidden Life,7.4,"$4,645,140"
Les Misérables,7.4,"$14,096,321"
And Justice for All,7.4,"$33,300,000"
"Good Night, and Good Luck.",7.4,"$54,641,191"
El Orfanato,7.4,"$78,638,987"
Dracula,7.4,"$87,019"
Following,7.4,"$126,052"
The Natural,7.4,"$47,951,979"
Lean on Me,7.4,"$31,906,454"
All the King's Men,7.4,
The Postman Always Rings Twice,7.4,
The China Syndrome,7.4,"$51,718,367"
Picnic at Hanging Rock,7.4,"$83,078"
Who Am I - Kein System Ist Sicher,7.4,"$7,700,259"
A Dog's Journey,7.4,"$78,871,103"
SLC Punk!,7.4,"$299,569"
C'mon C'mon,7.4,"$4,499,395"
Anna and the King of Siam,7.4,"$21,320,209"
Devil Dog's,7.4,
Black Dynamite,7.4,"$296,557"
Jesus Christ Superstar,7.4,"$115,531"
Greater,7.4,"$2,000,620"
The Party,7.4,"$10,786"
Lone Star,7.4,"$12,421,583"
Cross of Iron,7.4,$201
Anweshippin Kandethum,7.4,"$4,459,155"
Felon,7.4,
Judas and the Black Messiah,7.4,"$7,478,009"
The Sweet Hereafter,7.4,"$3,263,585"
A Monster Calls,7.4,"$47,309,313"
Akeelah and the Bee,7.4,"$18,948,425"
Bad Man,7.4,
Frenzy,7.4,"$4,940"
The Haunting,7.4,$847
The Man Who Knew Too Much,7.4,"$10,190"
Koto No Ha No Niwa,7.4,"$820,165"
Mudbound,7.4,"$85,955"
The Bad Seed,7.4,
La caduta degli dei (Götterdämmerung),7.4,
In the Bedroom,7.4,"$44,763,181"
Hoosiers,7.4,"$28,607,524"
20th Century Girl,7.4,
Straight Time,7.4,"$9,900,000"
Places in the Heart,7.4,"$34,901,614"
Biutiful,7.4,"$25,147,786"
Maria Full of Grace,7.4,"$12,594,630"
2046,7.4,"$20,207,146"
Calvary,7.4,"$16,887,741"
El espinazo del diablo,7.4,"$6,582,065"
An Affair to Remember,7.4,"$3,856,173"
Happening,7.4,"$1,577,367"
Days of Being Wild,7.4,"$3,255,660"
Adam's Rib,7.4,
Nowhere Special,7.4,"$764,610"
Waiting for Guffman,7.4,"$2,925,201"
The Swimmers,7.4,
Innocent Moves,7.4,"$7,266,383"
The Tragedy of Macbeth,7.4,
Sri,7.4,"$137,508"
A New Morning on Poppy Hill,7.4,"$61,485,364"
La mala educación,7.4,"$40,432,275"
In the Loop,7.4,"$7,787,487"
Queen Margot,7.4,"$1,318,578"
Gallipoli,7.4,"$5,737,029"
Vortex,7.4,"$340,619"
The Greatest Game Ever Played,7.4,"$15,431,177"
C'est arrivé près de chez vous,7.4,"$205,569"
Bullets Over Broadway,7.4,"$13,383,747"
Trumbo,7.4,"$11,430,025"
Never Rarely Sometimes Always,7.4,"$299,588"
Contempt,7.4,"$1,174,678"
Pollyanna,7.4,
Lo chiamavano Trinità...,7.4,"$28,807"
American Splendor,7.4,"$7,986,084"
Ida,7.4,"$11,156,836"
Cry Freedom,7.4,"$5,899,797"
Fort Apache,7.4,"$11,928"
If....,7.4,
Blindspotting,7.4,"$5,006,989"
Sayonara no asa ni yakusoku no hana o kazarô,7.4,"$4,345,395"
Journal 64,7.4,"$470,308"
Love & Mercy,7.4,"$28,641,776"
Another Year,7.4,"$19,722,766"
Napola - Elite für den Führer,7.4,"$3,764,219"
Kho Gaye Hum Kahan,7.4,
Challenge,7.4,
Petite Maman,7.4,"$1,990,331"
Ryan's Daughter,7.4,"$8,768"
Pierrot Le Fou,7.4,"$148,564"
Bring Me the Head of Alfredo Garcia,7.4,"$18,894"
Le professionnel,7.4,
The Black Stallion,7.4,"$37,799,643"
Noises Off...,7.4,"$2,280,148"
Targets,7.4,
We're No Angels,7.4,$94
Immortal Beloved,7.4,"$9,914,409"
Tesis,7.4,"$14,227"
Ying hung boon sik,7.4,"$4,999,517"
Saul fia,7.4,"$6,659,121"
The Diary of Anne Frank,7.4,
Transamerica,7.4,"$15,151,744"
Yellow Submarine,7.4,"$1,273,261"
The Silent Partner,7.4,
Rabbit-Proof Fence,7.4,"$16,220,968"
And Then There Were None,7.4,
Saving Face,7.4,"$1,236,518"
Suburra,7.4,"$5,217,330"
Der amerikanische Freund,7.4,"$3,978"
The Goodbye Girl,7.4,
Pillow Talk,7.4,"$10,265"
Radio Days,7.4,"$14,792,779"
Rurôni Kenshin: Meiji kenkaku roman tan,7.4,"$37,687,024"
Salvador,7.4,"$1,500,000"
Anne of the Thousand Days,7.4,
Island of Lost Souls,7.4,
Everything Is Illuminated,7.4,"$3,601,974"
No Mercy,7.4,"$7,282,606"
Holding the Man,7.4,"$767,038"
Stranger Than Paradise,7.4,"$2,454,363"
Persian Lessons,7.4,"$4,849,240"
Mikey and Nicky,7.3,
Lost Illusions,7.4,"$8,635,184"
Amazing Grace,7.4,"$32,120,360"
Tyson,7.4,"$964,920"
Black Clover: Sword of the Wizard King,7.4,
Queen of Katwe,7.4,"$10,368,126"
Monica O My Darling,7.4,
Nóz w wodzie,7.4,
Kabhi Khushi Kabhie Gham...,7.4,"$11,336,308"
Foreign Correspondent,7.4,$782
The Good Lie,7.4,"$3,396,345"
Compulsion,7.4,
The Thief of Bagdad,7.4,
Full Time,7.4,"$1,878,826"
The Wrong Man,7.4,$494
Smoke,7.4,"$8,367,636"
The Secret of Roan Inish,7.4,"$6,159,269"
Tomboy,7.4,"$1,424,716"
Night of the Demon,7.4,
Fantastic Fungi,7.4,"$1,877,675"
Vampyr,7.4,
The Friends of Eddie Coyle,7.4,
Out of Russia,7.4,"$3,732,660"
The Rider,7.4,"$3,436,124"
The Trip to Bountiful,7.4,"$7,491,903"
An Inconvenient Truth,7.4,"$49,782,012"
The Hound of the Baskervilles,7.4,
Guns in the Afternoon,7.4,
Zatôichi,7.4,"$34,196,922"
Sergeant Rutledge,7.4,"$3,047"
After the Storm,7.4,"$5,382,886"
Aquarius,7.4,"$3,085,977"
Dragon Ball Z: Moetsukiro!! Nessen Ressen Chô-Gekisen,7.4,"$658,982"
Blackboard Jungle,7.4,
Hjartasteinn,7.4,"$361,878"
Giulietta degli spiriti,7.4,"$8,734"
Mario,7.4,"$3,394"
Prince of the City,7.4,"$8,124,257"
What Will People Say,7.4,"$2,191,131"
A Little Romance,7.4,
Ghost in the Shell 2: Innocence,7.4,"$10,123,315"
Tamasha,7.4,"$15,159,762"
Life Is Sweet,7.4,"$1,516,414"
Two for the Road,7.4,"$17,808"
84 Charing Cross Road,7.4,"$1,083,486"
This Film Is Not Yet Rated,7.4,"$347,240"
Conte d'automne,7.4,"$2,221,438"
Black Orpheus,7.4,
The Band Wagon,7.4,"$14,889"
Mortal Kombat Legends: Scorpions Revenge,7.4,
Pride and Prejudice,7.4,"$4,030,820"
Separate Tables,7.4,
Tillsammans,7.4,"$14,596,148"
Snow Cake,7.4,"$1,384,105"
Raid,7.4,"$15,694,591"
Faces,7.4,"$7,236"
American Factory,7.4,
Kiss of Death,7.4,
Mediterraneo,7.4,"$4,532,791"
Masculin féminin,7.4,"$205,543"
The Enemy Below,7.4,
A Taste of Honey,7.4,"$4,597"
Little Manhattan,7.4,"$1,254,005"
Il deserto rosso,7.4,"$18,643"
Dear Zindagi,7.4,"$12,468,188"
Jezebel,7.4,"$1,433"
Restrepo,7.4,"$1,436,391"
The Years of Plenty Are Numbered,7.4,"$8,152,859"
My Life Without Me,7.4,"$9,781,854"
Master,7.4,"$28,692,230"
Broadway Danny Rose,7.4,"$10,600,497"
Rurouni Kenshin: Final Chapter Part II - The Beginning,7.4,"$21,318,560"
Lola,7.4,"$103,951"
I Killed My Mother,7.4,
L'ennemi public n°1,7.4,"$321,353"
Suzhou he,7.4,"$17,500"
No,7.4,"$7,699,095"
Hangmen also Die!,7.4,
Bad ma ra khahad bord,7.4,"$259,510"
The Man Who Never Was,7.4,
Lawn Dogs,7.4,"$106,404"
Macbeth,7.4,
Black Victory,7.4,$345
L'illusionniste,7.4,"$6,007,194"
Criss Cross,7.4,
Domicile Conjugal,7.4,$509
Mong-ta-joo,7.4,"$13,316,432"
Danton,7.4,
Hors normes,7.4,"$19,387,647"
Marriage Italian Style,7.4,"$157,819"
The Dam Busters,7.4,"$84,627"
A Death in the Gunj,7.4,
North Face,7.4,"$6,815,056"
Still Life,7.4,"$2,495,025"
Us and Them,7.4,"$209,221,380"
Battleground,7.4,
Life in a Metro,7.4,"$6,316,418"
Rudderless,7.4,"$546,149"
La resa dei conti,7.4,
What Maisie Knew,7.4,"$2,711,379"
The Window,7.4,
Odds Against Tomorrow,7.4,
Gruppo di famiglia in un interno,7.4,
Le clan des Siciliens,7.4,
"Horzhí, má panenko",7.4,
120 battements par minute,7.4,"$7,704,369"
Rosetta,7.4,"$293,092"
Neco z Alenky,7.4,
'Round Midnight,7.4,"$3,272,593"
My Name Is Joe,7.4,"$354,952"
The Strange Love of Martha Ivers,7.4,
También la lluvia,7.4,"$7,313,485"
Taylor Swift: Miss Americana,7.4,
Four Days in September,7.4,"$397,517"
Malikappuram,7.4,"$767,076"
Tirez sur le pianiste,7.4,"$21,124"
L'argent,7.4,
The Unknown Woman,7.4,"$6,881,566"
Cani arrabbiati,7.4,
Les aventures de Rabbi Jacob,7.4,
Au revoir là-haut,7.4,"$16,112,152"
Maaveeran,7.4,"$406,663"
A.R.O.G,7.4,"$22,212,369"
Lola,7.4,"$9,330"
Av Mevsimi,7.4,"$12,571,431"
Tristana,7.4,"$14,586"
Call Northside 777,7.4,
Trust,7.4,"$357,400"
Brestskaya Krepost,7.4,"$4,569,604"
Sweet Sixteen,7.4,"$3,961,374"
This Gun for Hire,7.4,
Samâ uôzu,7.4,"$18,434,328"
King of Devil's Island,7.4,"$4,360,391"
Khuda Haafiz: Chapter 2 - Agni Pariksha,7.4,"$1,402,549"
Et maintenant on va où?,7.4,"$7,507,008"
Twenty Feet from Stardom,7.4,"$5,839,368"
Paradise Now,7.4,"$3,579,902"
Blast of Silence,7.4,
Sonne und Beton,7.4,"$10,120,340"
An Angel at My Table,7.4,"$1,055,995"
The Volcano: Rescue from Whakaari,7.4,
Regular Show: The Movie,7.4,
Amar Akbar Anthony,7.4,
Welad Rizq,7.4,"$281,607"
A Chinese Ghost Story,7.4,
12 and Holding,7.4,"$119,195"
An,7.4,"$4,728,350"
Rocks,7.4,"$628,654"
They Live by Night,7.4,
French Fried Vacation 2,7.4,
The Last Hangman,7.4,"$824,856"
Jesus Camp,7.4,"$1,013,596"
Khakee,7.4,"$924,170"
Taste of Fear,7.4,
Bigger Than Life,7.4,
Green for Danger,7.4,
13B: Fear Has a New Address,7.4,"$2,482,072"
Senso,7.4,"$27,723"
Kona fer í stríð,7.4,"$4,463,133"
Heidi,7.4,"$38,755,161"
Selena Gomez: My Mind & Me,7.4,
Design for Living,7.4,$157
La Noire De...,7.4,
Stella Dallas,7.4,
I'm Not Scared,7.4,"$7,354,418"
The Kid with a Bike,7.4,"$7,011,798"
Kaminey,7.4,"$9,610,033"
The Cruel Sea,7.4,
