lyric,album_title,year,track_title,track_number
Finding devotion,Century Child,2002,Ocean Soul,7
Should I dress in white and search the sea,Century Child,2002,Ocean Soul,7
As I always wished to be - one with the waves,Century Child,2002,Ocean Soul,7
Ocean Soul,Century Child,2002,Ocean Soul,7
Walking the tideline,Century Child,2002,Ocean Soul,7
I hear your name,Century Child,2002,Ocean Soul,7
Is angels wispering,Century Child,2002,Ocean Soul,7
Something so beautiful it hurts,Century Child,2002,Ocean Soul,7
I only wished to become something beautiful,Century Child,2002,Ocean Soul,7
"Through my music, through my silent devotion",Century Child,2002,Ocean Soul,7
You were my first love,Century Child,2002,Feel For You,8
The earth moving under me,Century Child,2002,Feel For You,8
"Bedroom scent, beauty ardent",Century Child,2002,Feel For You,8
"Distant shiver, heaven sent",Century Child,2002,Feel For You,8
I'm the snow on your lips,Century Child,2002,Feel For You,8
"The freezing taste, the silvery sip",Century Child,2002,Feel For You,8
I'm the breath on your hair,Century Child,2002,Feel For You,8
"The endless nightmare, devil's lair",Century Child,2002,Feel For You,8
Only so many times,Century Child,2002,Feel For You,8
I can say I long for you,Century Child,2002,Feel For You,8
The lily among the thorns,Century Child,2002,Feel For You,8
The prey among the wolves,Century Child,2002,Feel For You,8
"Someday, I will feed a snake",Century Child,2002,Feel For You,8
"Drink her venom, stay awake",Century Child,2002,Feel For You,8
With time all pain will fade,Century Child,2002,Feel For You,8
Through your memory I will wade,Century Child,2002,Feel For You,8
Barely cold in her grave,Century Child,2002,Feel For You,8
Barely warm in my bed,Century Child,2002,Feel For You,8
Settling for a draw tonight,Century Child,2002,Feel For You,8
"Puppet girl, your strings are mine",Century Child,2002,Feel For You,8
This one is for you for you,Century Child,2002,Feel For You,8
Only for you,Century Child,2002,Feel For You,8
Just give in to it never think again,Century Child,2002,Feel For You,8
I feel for you,Century Child,2002,Feel For You,8
[CHRISTINE:],Century Child,2002,The Phantom Of The Opera,9
In sleep he sang to me,Century Child,2002,The Phantom Of The Opera,9
In dreams he came,Century Child,2002,The Phantom Of The Opera,9
That voice which calls to me,Century Child,2002,The Phantom Of The Opera,9
And speaks my name,Century Child,2002,The Phantom Of The Opera,9
And do I dream again,Century Child,2002,The Phantom Of The Opera,9
For now I find,Century Child,2002,The Phantom Of The Opera,9
The Phantom of the opera is there,Century Child,2002,The Phantom Of The Opera,9
Inside my mind,Century Child,2002,The Phantom Of The Opera,9
[PHANTOM:],Century Child,2002,The Phantom Of The Opera,9
Sing once again with me,Century Child,2002,The Phantom Of The Opera,9
Our strange duet,Century Child,2002,The Phantom Of The Opera,9
My power over you,Century Child,2002,The Phantom Of The Opera,9
Grows stronger yet,Century Child,2002,The Phantom Of The Opera,9
And though you turn from me,Century Child,2002,The Phantom Of The Opera,9
To glance behind,Century Child,2002,The Phantom Of The Opera,9
The Phantom of the opera is there,Century Child,2002,The Phantom Of The Opera,9
Inside your mind,Century Child,2002,The Phantom Of The Opera,9
[CHRISTINE:],Century Child,2002,The Phantom Of The Opera,9
Those who have seen your face,Century Child,2002,The Phantom Of The Opera,9
Draw back in fear,Century Child,2002,The Phantom Of The Opera,9
I am the mask you wear,Century Child,2002,The Phantom Of The Opera,9
[PHANTOM:],Century Child,2002,The Phantom Of The Opera,9
It's me they hear,Century Child,2002,The Phantom Of The Opera,9
[TOGETHER:],Century Child,2002,The Phantom Of The Opera,9
My/your spirit and your/my voice,Century Child,2002,The Phantom Of The Opera,9
In one combined,Century Child,2002,The Phantom Of The Opera,9
The phantom of the opera is there,Century Child,2002,The Phantom Of The Opera,9
Inside your/my mind,Century Child,2002,The Phantom Of The Opera,9
He's there the Phantom of the opera,Century Child,2002,The Phantom Of The Opera,9
Beware the Phantom of the opera,Century Child,2002,The Phantom Of The Opera,9
[PHANTOM:],Century Child,2002,The Phantom Of The Opera,9
In all your fantasies,Century Child,2002,The Phantom Of The Opera,9
You always knew,Century Child,2002,The Phantom Of The Opera,9
That man and mystery,Century Child,2002,The Phantom Of The Opera,9
[CHRISTINE:],Century Child,2002,The Phantom Of The Opera,9
Were both in you,Century Child,2002,The Phantom Of The Opera,9
[TOGETHER:],Century Child,2002,The Phantom Of The Opera,9
And in this labyrinth,Century Child,2002,The Phantom Of The Opera,9
Where night is blind,Century Child,2002,The Phantom Of The Opera,9
The phantom of the opera is there,Century Child,2002,The Phantom Of The Opera,9
Inside your/my mind,Century Child,2002,The Phantom Of The Opera,9
[PHANTOM:],Century Child,2002,The Phantom Of The Opera,9
Sing my angel of music,Century Child,2002,The Phantom Of The Opera,9
[Long Lost Love],Century Child,2002,Beauty Of The Beast,10
"Trees have dropped their leaves,",Century Child,2002,Beauty Of The Beast,10
Clouds their waters,Century Child,2002,Beauty Of The Beast,10
All this burden is killing me,Century Child,2002,Beauty Of The Beast,10
"Distance is covering your way,",Century Child,2002,Beauty Of The Beast,10
Tears your memory,Century Child,2002,Beauty Of The Beast,10
All this beauty is killing me,Century Child,2002,Beauty Of The Beast,10
"Oh, do you care,",Century Child,2002,Beauty Of The Beast,10
I still feel for you,Century Child,2002,Beauty Of The Beast,10
"So aware,",Century Child,2002,Beauty Of The Beast,10
What should be lost is there,Century Child,2002,Beauty Of The Beast,10
I fear I will never find anyone,Century Child,2002,Beauty Of The Beast,10
I know my greatest pain is yet to come,Century Child,2002,Beauty Of The Beast,10
Will we find each other in the dark,Century Child,2002,Beauty Of The Beast,10
My long lost love,Century Child,2002,Beauty Of The Beast,10
[One More Night To Live],Century Child,2002,Beauty Of The Beast,10
Safely away from the world,Century Child,2002,Beauty Of The Beast,10
"In a dream, timeless domain",Century Child,2002,Beauty Of The Beast,10
"A child, dreamy eyed,",Century Child,2002,Beauty Of The Beast,10
"Mother's mirror, father's pride",Century Child,2002,Beauty Of The Beast,10
I wish I could come back to you,Century Child,2002,Beauty Of The Beast,10
Once again feel the rain,Century Child,2002,Beauty Of The Beast,10
Falling inside me,Century Child,2002,Beauty Of The Beast,10
Cleaning all that I've become,Century Child,2002,Beauty Of The Beast,10
My home is far but the rest it lies so close,Century Child,2002,Beauty Of The Beast,10
With my long lost love under the black rose,Century Child,2002,Beauty Of The Beast,10
You told I had the eyes of a wolf,Century Child,2002,Beauty Of The Beast,10
Search them and find the beauty of the beast,Century Child,2002,Beauty Of The Beast,10
All of my songs can only be composed of the greatest of pains,Century Child,2002,Beauty Of The Beast,10
Every single verse can only be born of the greatest of wishes,Century Child,2002,Beauty Of The Beast,10
I wish I had one more night to live,Century Child,2002,Beauty Of The Beast,10
"A saint blessed me, drank me deeply",Century Child,2002,Beauty Of The Beast,10
Spitting out the misery in me,Century Child,2002,Beauty Of The Beast,10
Still a sinner rapes a 1000 saints,Century Child,2002,Beauty Of The Beast,10
Sharing the same hell with me,Century Child,2002,Beauty Of The Beast,10
Sanest choice in this insane world...,Century Child,2002,Beauty Of The Beast,10
Beware the beast but enjoy the feast he offers,Century Child,2002,Beauty Of The Beast,10
[Christabel],Century Child,2002,Beauty Of The Beast,10
"""Oh, sweet Christabel. Share with me your poem.",Century Child,2002,Beauty Of The Beast,10
"For I know now, I'm a puppet on this silent stage show.",Century Child,2002,Beauty Of The Beast,10
I'm but a poet who failed his best play.,Century Child,2002,Beauty Of The Beast,10
"A Dead Boy, who failed to write an ending",Century Child,2002,Beauty Of The Beast,10
"To each of his poems.""",Century Child,2002,Beauty Of The Beast,10
Ever felt away with me,Ever Dream,2002,Ever Dream,1
Just once that all I need,Ever Dream,2002,Ever Dream,1
Entwined in finding you one day,Ever Dream,2002,Ever Dream,1
Ever felt away without me,Ever Dream,2002,Ever Dream,1
"My love, it lies so deep",Ever Dream,2002,Ever Dream,1
Ever dream of me,Ever Dream,2002,Ever Dream,1
Would you do it with me,Ever Dream,2002,Ever Dream,1
Heal the scars and change the stars,Ever Dream,2002,Ever Dream,1
Would you do it for me,Ever Dream,2002,Ever Dream,1
Turn loose the heaven within,Ever Dream,2002,Ever Dream,1
I'd take you away,Ever Dream,2002,Ever Dream,1
Castaway on a lonely day,Ever Dream,2002,Ever Dream,1
Bosom for a teary cheek,Ever Dream,2002,Ever Dream,1
My song can but borrow your grace,Ever Dream,2002,Ever Dream,1
"Come out, come out wherever you are",Ever Dream,2002,Ever Dream,1
So lost in your sea,Ever Dream,2002,Ever Dream,1
"Give in, give in for my touch",Ever Dream,2002,Ever Dream,1
For my taste for my lust,Ever Dream,2002,Ever Dream,1
Your beauty cascaded on me,Ever Dream,2002,Ever Dream,1
In this white night fantasy,Ever Dream,2002,Ever Dream,1
"""All I ever craved were the two dreams I shared with you.",Ever Dream,2002,Ever Dream,1
"One I now have, will the other one ever dream remain.",Ever Dream,2002,Ever Dream,1
"For yours I truly wish to be.""",Ever Dream,2002,Ever Dream,1
[Christine (Tarja):],Ever Dream,2002,Phantom Of The Opera,2
"In sleep he sang to me, in dreams he came,",Ever Dream,2002,Phantom Of The Opera,2
"that voice which calls to me,",Ever Dream,2002,Phantom Of The Opera,2
and speaks my name.,Ever Dream,2002,Phantom Of The Opera,2
And do I dream again? For now I find,Ever Dream,2002,Phantom Of The Opera,2
the phantom of the opera is there,Ever Dream,2002,Phantom Of The Opera,2
inside my mind.,Ever Dream,2002,Phantom Of The Opera,2
[Phantom (Marco):],Ever Dream,2002,Phantom Of The Opera,2
Sing once again with me our strange duet;,Ever Dream,2002,Phantom Of The Opera,2
my power over you grows stronger yet.,Ever Dream,2002,Phantom Of The Opera,2
"And though you turn from me to glance behind,",Ever Dream,2002,Phantom Of The Opera,2
the phantom of the opera is there,Ever Dream,2002,Phantom Of The Opera,2
inside your mind.,Ever Dream,2002,Phantom Of The Opera,2
[Christine (Tarja):],Ever Dream,2002,Phantom Of The Opera,2
Those who have seen your face,Ever Dream,2002,Phantom Of The Opera,2
draw back in fear.,Ever Dream,2002,Phantom Of The Opera,2
"I am the mask you wear,",Ever Dream,2002,Phantom Of The Opera,2
[Phantom (Marco):],Ever Dream,2002,Phantom Of The Opera,2
it's me they hear.,Ever Dream,2002,Phantom Of The Opera,2
[Christine (Tarja) & Phantom (Marco):],Ever Dream,2002,Phantom Of The Opera,2
Your spirit and my voice in one combined;,Ever Dream,2002,Phantom Of The Opera,2
the phantom of the opera is there,Ever Dream,2002,Phantom Of The Opera,2
inside my/your mind.,Ever Dream,2002,Phantom Of The Opera,2
[Voices:],Ever Dream,2002,Phantom Of The Opera,2
He's there the phantom of the opera.,Ever Dream,2002,Phantom Of The Opera,2
Beware the phantom of the opera.,Ever Dream,2002,Phantom Of The Opera,2
[Phantom (Marco):],Ever Dream,2002,Phantom Of The Opera,2
"In all your fantasies, you always knew",Ever Dream,2002,Phantom Of The Opera,2
that man and mystery,Ever Dream,2002,Phantom Of The Opera,2
[Christine (Tarja):],Ever Dream,2002,Phantom Of The Opera,2
were both in you.,Ever Dream,2002,Phantom Of The Opera,2
[Christine (Tarja) & Phantom (Marco):],Ever Dream,2002,Phantom Of The Opera,2
"And in this labyrinth where night is blind,",Ever Dream,2002,Phantom Of The Opera,2
the Phantom of the opera is here,Ever Dream,2002,Phantom Of The Opera,2
inside my/your mind.,Ever Dream,2002,Phantom Of The Opera,2
[Phantom (Marco):],Ever Dream,2002,Phantom Of The Opera,2
"Sing, my angel of music!",Ever Dream,2002,Phantom Of The Opera,2
I went into the wilderness with Uncle Walt,Ever Dream,2002,The Wayfarer,3
I discovered the wild,Ever Dream,2002,The Wayfarer,3
Learning to suck all the experience,Ever Dream,2002,The Wayfarer,3
Seeing the world through cradle's bars,Ever Dream,2002,The Wayfarer,3
The wild blessed me with an errant mind,Ever Dream,2002,The Wayfarer,3
Showing the way for the ultimate lore,Ever Dream,2002,The Wayfarer,3
"I went around the world, beyond the wild",Ever Dream,2002,The Wayfarer,3
Finding my home from an ocean shore,Ever Dream,2002,The Wayfarer,3
"Wayfarer, heartlander",Ever Dream,2002,The Wayfarer,3
What if I only had,Ever Dream,2002,The Wayfarer,3
One more night to live,Ever Dream,2002,The Wayfarer,3
Home is where the way is,Ever Dream,2002,The Wayfarer,3
My road goes on forever,Ever Dream,2002,The Wayfarer,3
One more voyage to go,Ever Dream,2002,The Wayfarer,3
Dead to the world,Ever Dream,2002,The Wayfarer,3
Alive for the journey,Ever Dream,2002,The Wayfarer,3
Imagine a perfect beach,Ever Dream,2002,Lagoon,4
Without a mermaid,Ever Dream,2002,Lagoon,4
Imagine a perfect hideaway,Ever Dream,2002,Lagoon,4
Without a time,Ever Dream,2002,Lagoon,4
Ocean Soul,Ever Dream,2002,Lagoon,4
Imagine a perfect Eden,Ever Dream,2002,Lagoon,4
Without a friend without a serpent,Ever Dream,2002,Lagoon,4
Ocean Soul,Ever Dream,2002,Lagoon,4
Lonely Soul,Ever Dream,2002,Lagoon,4
"""Feeling lonely and content at the same time,",Ever Dream,2002,Lagoon,4
"I believe, is a rare kind of happiness""",Ever Dream,2002,Lagoon,4
Ocean Soul,Ever Dream,2002,Lagoon,4
Once I had a dream,Once,2004,Dark Chest Of Wonders,1
And this is it,Once,2004,Dark Chest Of Wonders,1
Once there was a child's dream,Once,2004,Dark Chest Of Wonders,1
One night the clock struck twelve,Once,2004,Dark Chest Of Wonders,1
The window open wide,Once,2004,Dark Chest Of Wonders,1
Once there was a child's heart,Once,2004,Dark Chest Of Wonders,1
The age I learned to fly,Once,2004,Dark Chest Of Wonders,1
And took a step outside,Once,2004,Dark Chest Of Wonders,1
Once I knew all the tales,Once,2004,Dark Chest Of Wonders,1
It's time to turn back time,Once,2004,Dark Chest Of Wonders,1
Follow the pale moonlight,Once,2004,Dark Chest Of Wonders,1
Once I wished for this night,Once,2004,Dark Chest Of Wonders,1
Faith brought me here,Once,2004,Dark Chest Of Wonders,1
It's time to cut the rope and fly,Once,2004,Dark Chest Of Wonders,1
