title,genre,release_date
Evangelion: 2.0 You Can (Not) Advance,"Animation,Science Fiction,Action,Drama",2009-06-26
Rififi,"Drama,Action,Crime",1955-04-13
Dune,"Science Fiction,Adventure",2021-09-08
Network,Drama,1976-11-14
The Miracle Worker,Drama,1962-05-23
Stand by Me,"Crime,Drama",1986-08-08
A Bag of Marbles,"War,Drama",2017-01-18
Anatomy of a Murder,"Crime,Drama,Mystery,Thriller",1959-07-01
Werckmeister Harmonies,Drama,2000-07-12
Isle of Dogs,"Adventure,Comedy,Animation",2018-03-23
Her,"Romance,Science Fiction,Drama",2013-12-18
Millennium Actress,"Animation,Drama,Romance",2001-09-14
Rurouni Kenshin: The Final,"Action,Adventure,Drama",2021-04-23
Feast,"Animation,Comedy,Drama,Family",2014-10-25
Hustle,"Drama,Comedy",2022-06-03
Cindy La Regia,"Comedy,Romance",2020-01-24
No Game No Life: Zero,"Animation,Action,Drama",2017-07-15
Hiroshima Mon Amour,"Drama,History,Romance",1959-06-10
Knives Out,"Comedy,Crime,Mystery",2019-11-27
Drishyam,"Crime,Drama,Thriller,Mystery",2015-07-30
Papillon,"Crime,Drama",1973-12-13
We Bare Bears: The Movie,"Animation,Adventure,Family,Comedy,TV Movie",2020-06-30
King Richard,"Drama,History",2021-11-18
Through a Glass Darkly,Drama,1961-06-06
Mulholland Dr.,"Thriller,TV Movie,Drama,Mystery",1999-01-01
Kagemusha,"Action,Drama,History,War",1980-04-26
We Are the Nobles,Comedy,2013-03-28
Dances with Wolves,"Adventure,Drama,Western",1990-03-30
The Normal Heart,Drama,2014-05-25
Mary and Max,"Animation,Comedy,Drama",2009-02-09
The Boy in the Striped Pyjamas,"War,Drama,History",2008-05-07
A Beautiful Mind,"Drama,Romance",2001-12-11
Polisse,"Drama,Thriller",2011-10-06
The Ox-Bow Incident,Western,1942-12-04
Elite Squad: The Enemy Within,"Drama,Action,Crime",2010-10-08
Mr. Nobody,"Science Fiction,Drama,Romance,Fantasy",2009-11-06
Ben-Hur,"Action,Drama,History",1959-11-18
The Grapes of Wrath,Drama,1940-03-15
Anonymously Yours,"Drama,Romance",2021-12-10
Wild Tales,"Drama,Thriller,Comedy",2014-08-21
Vivre Sa Vie,Drama,1962-08-28
Grand Illusion,"Drama,History,War",1937-06-04
Wings of Desire,"Drama,Fantasy,Romance",1987-05-17
The Big Lebowski,"Comedy,Crime",1998-03-06
The Marquis of Grillo,Comedy,1981-12-23
Partly Cloudy,"Animation,Family,Comedy",2009-05-28
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,"Animation,Science Fiction,Music,Adventure",2003-05-28
Warrior,"Drama,Action",2011-09-09
Don't Be Bad,"Crime,Drama",2015-09-08
The Best Offer,"Drama,Romance,Crime",2013-01-01
The Phantom Carriage,"Drama,Fantasy,Horror",1921-01-01
Kiki's Delivery Service,"Animation,Family,Fantasy,Adventure",1989-07-29
Carlito's Way,"Crime,Thriller,Drama",1993-11-10
Kabhi Khushi Kabhie Gham,"Comedy,Drama",2001-12-14
An Autumn Afternoon,Drama,1962-11-18
The Nightmare Before Christmas,"Fantasy,Animation,Family",1993-10-09
Jujutsu Kaisen 0,"Animation,Action,Fantasy",2021-12-24
Dragon Ball Super: Broly,"Action,Science Fiction,Animation",2018-12-14
"Love, Rosie","Comedy,Romance",2014-10-16
Mulholland Drive,"Thriller,Drama,Mystery",2001-06-06
The Best Years of Our Lives,"Drama,Romance,War",1946-12-25
Regular Show: The Movie,"Animation,Comedy,Science Fiction,TV Movie",2015-09-01
The Last: Naruto the Movie,"Action,Romance,Animation",2014-12-06
Forbidden Games,"Drama,History",1952-05-09
"Spring, Summer, Fall, Winter... and Spring",Drama,2003-09-19
The Heist of the Century,"Comedy,Thriller,Crime",2020-01-16
Crooks in Clover,"Action,Comedy,Crime",1963-11-27
A Moment to Remember,"Drama,Romance",2004-11-05
Mortal Kombat Legends: Battle of the Realms,"Animation,Action,Fantasy",2021-08-30
L'Eclisse,"Romance,Drama",1962-04-12
Downfall,"Drama,History,War",2004-09-16
Freaks,"Drama,Horror",1932-02-12
The Virgin Spring,"Crime,Drama,Thriller",1960-02-08
Land of Mine,"War,Drama,History",2015-12-03
A Short Film About Love,"Drama,Romance",1988-01-01
Indiana Jones and the Last Crusade,"Adventure,Action",1989-05-24
The Last Laugh,Drama,1924-12-23
Finding Nemo,"Animation,Family",2003-05-30
Dog Day Afternoon,"Crime,Drama,Thriller",1975-08-01
Rosemary's Baby,"Drama,Horror,Thriller",1968-06-12
"Monsters, Inc.","Animation,Comedy,Family",2001-11-01
Infernal Affairs,"Drama,Action,Thriller,Crime,Mystery",2002-12-12
Into the Wild,"Adventure,Drama",2007-09-11
The Bridge on the River Kwai,"Drama,History,War",1957-10-11
Harry Potter and the Goblet of Fire,"Adventure,Fantasy,Family",2005-11-16
Who's Afraid of Virginia Woolf?,Drama,1966-06-22
Bacurau,"Mystery,Western,Thriller",2019-08-29
Fail Safe,"Drama,Thriller,War",1964-10-07
The Valet,"Comedy,Romance",2022-05-11
Before Sunset,"Drama,Romance",2004-02-10
Spotlight,"Drama,History",2015-11-06
White Collar Blues,Comedy,1975-03-27
Inherit the Wind,"Drama,History",1960-07-07
3-Iron,"Drama,Romance,Crime",2004-10-15
Gone Mom: The Disappearance of Jennifer Dulos,"TV Movie,Thriller,Crime",2021-06-05
Brokeback Mountain,"Drama,Romance",2005-09-10
Logan,"Action,Drama,Science Fiction",2017-02-28
Descendants 3,"Family,TV Movie,Music,Adventure,Fantasy",2019-08-02
A Woman Under the Influence,Drama,1974-09-19
Monty Python and the Holy Grail,"Adventure,Comedy,Fantasy",1975-05-25
My Life as a Zucchini,"Animation,Drama,Comedy",2016-10-12
Never Look Away,"Drama,Thriller,Romance",2018-10-03
Midnight Sun,"Romance,Drama",2018-03-22
Rich in Love,"Comedy,Romance",2020-04-30
God's Own Country,"Romance,Drama",2017-09-01
No Manches Frida,Comedy,2016-09-02
Gifted Hands: The Ben Carson Story,Drama,2009-02-07
Manhattan,"Comedy,Drama,Romance",1979-04-25
Fabricated City,"Action,Thriller,Crime",2017-02-09
Fanny and Alexander,"Fantasy,Drama,Mystery",1982-12-17
Deep Red,"Horror,Mystery,Thriller",1975-03-07
Notorious,"Thriller,Romance,Mystery",1946-08-21
War Room,"Drama,Romance",2015-08-28
Presto,"Animation,Family",2008-06-27
Snatch,"Crime,Comedy",2000-01-19
Constantine: City of Demons - The Movie,"Fantasy,Animation,Horror,Action",2018-10-04
"They Shoot Horses, Don't They?",Drama,1969-12-10
Toy Story 3,"Animation,Family,Comedy",2010-06-16
How to Train Your Dragon,"Fantasy,Adventure,Animation,Family",2010-03-18
Touch of Evil,"Crime,Thriller",1958-03-30
Trollhunters: Rise of the Titans,"Animation,Fantasy,Family,Action,Adventure",2021-07-21
Lisbela and the Prisoner,"Comedy,Romance",2003-08-22
Shelter,"Drama,Romance",2007-06-16
The King of Comedy,"Drama,Comedy",1983-02-18
Donnie Darko,"Fantasy,Drama,Mystery",2001-10-24
The Kissing Booth 2,"Comedy,Romance",2020-07-24
Maudie,"Drama,Romance",2016-06-16
The Wind Rises,"Family,Drama,Animation,War,History,Romance",2013-07-20
Do the Right Thing,Drama,1989-06-14
All Quiet on the Western Front,"Drama,War",1930-04-29
The Chaser,"Crime,Drama,Thriller",2008-02-14
Dogville,"Crime,Drama,Thriller",2003-05-19
Coraline,"Animation,Family,Fantasy",2009-02-05
Mustang,Drama,2015-06-17
Ernest & Celestine,"Animation,Comedy,Drama,Family,Adventure",2012-12-12
The Man Who Shot Liberty Valance,Western,1962-04-15
White Snake,"Romance,Animation,Fantasy",2019-01-11
Straight Outta Compton,"Drama,Music,History",2015-08-11
Back to the Outback,"Animation,Family,Adventure,Comedy",2021-12-03
Bad Seeds,Comedy,2018-11-21
Paprika,"Animation,Drama,Mystery,Science Fiction",2006-10-01
Brief Encounter,"Drama,Romance",1945-11-24
If Anything Happens I Love You,"Drama,Animation",2020-08-08
Marriage Italian Style,"Drama,Comedy,Romance",1964-12-18
The King and the Mockingbird,"Animation,Family,Fantasy",1980-03-19
I Don't Want to Go Back Alone,"Drama,Romance",2010-07-18
I Saw the Devil,"Thriller,Horror",2010-08-12
Teen Titans: Trouble in Tokyo,"Action,Animation,Family,Science Fiction,TV Movie",2006-09-15
Kizumonogatari Part 1: Tekketsu,"Animation,Fantasy,Mystery",2016-01-08
Short Term 12,Drama,2013-08-23
PlayTime,Comedy,1967-12-16
Annie Hall,"Comedy,Drama,Romance",1977-04-19
The Bad Guys,"Animation,Comedy,Family,Crime",2022-03-17
"tick, tick... BOOM!",Drama,2021-11-11
Angel's Egg,"Animation,Fantasy,Mystery",1985-12-22
Batman: Under the Red Hood,"Science Fiction,Crime,Action,Animation,Mystery",2010-07-27
The Color Purple,Drama,1985-12-18
One Hundred Steps,"Drama,History",2000-09-01
Pride,"Drama,Comedy",2014-09-12
A Matter of Life and Death,"Comedy,Fantasy,Romance,Drama",1946-12-15
Nothing Left to Do but Cry,Comedy,1984-12-20
L.A. Confidential,"Crime,Drama,Mystery,Thriller",1997-09-19
Ratatouille,"Animation,Comedy,Family,Fantasy",2007-06-28
The Twilight Samurai,"Drama,Romance,History",2002-11-02
Harry Potter and the Deathly Hallows: Part 1,"Adventure,Fantasy",2010-10-17
K-12,"Music,Horror,Fantasy",2019-09-05
The Children's Hour,"Drama,Romance",1961-12-19
Pirates of the Caribbean: The Curse of the Black Pearl,"Adventure,Fantasy,Action",2003-07-09
The Perks of Being a Wallflower,Drama,2012-09-20
Elvis,"Drama,History,Music",2022-06-22
Doctor Who: Last Christmas,"Science Fiction,Adventure,Drama",2014-12-25
Selena,"Music,Drama,History",1997-03-21
A Bronx Tale,"Drama,Crime",1993-09-14
Onward,"Family,Animation,Adventure,Comedy,Fantasy",2020-02-29
Ninja Scroll,"Fantasy,Adventure,Animation",1993-06-05
Rurouni Kenshin: The Beginning,"Action,Adventure,Drama",2021-06-04
How to Train Your Dragon: The Hidden World,"Animation,Family,Adventure",2019-01-03
Nine Queens,Crime,2000-08-31
The Girl Who Leapt Through Time,"Fantasy,Animation,Drama,Science Fiction",2006-07-15
Porco Rosso,"Family,Comedy,Animation,Adventure",1992-07-18
Rocky,"Drama,Romance",1976-11-21
The Untouchables,"Crime,Drama,History,Thriller",1987-06-03
The Witch: Part 1. The Subversion,"Action,Mystery,Fantasy",2018-06-27
Marriage Story,Drama,2019-09-28
The Maltese Falcon,"Mystery,Crime,Thriller",1941-10-18
Big Fish,"Adventure,Fantasy,Drama",2003-12-25
Holding the Man,Drama,2015-08-27
Rurouni Kenshin Part III: The Legend Ends,"Action,Adventure,Drama,Fantasy",2014-09-13
The Dark Knight Rises,"Action,Crime,Drama,Thriller",2012-07-16
Temple Grandin,Drama,2010-02-06
Life of Brian,Comedy,1979-08-17
Train to Busan,"Action,Horror,Thriller",2016-07-20
Three Steps Above Heaven,"Romance,Drama",2010-12-03
Fantastic Mr. Fox,"Adventure,Animation,Comedy,Family",2009-10-23
The Breakfast Club,"Comedy,Drama",1985-02-15
War of Likes,Comedy,2021-03-12
"Batman: The Dark Knight Returns, Part 1","Science Fiction,Action,Animation,Mystery",2012-08-21
Amour,"Drama,Romance",2012-09-20
Cool Hand Luke,"Crime,Drama",1967-06-22
Meshes of the Afternoon,"Mystery,Fantasy",1943-01-01
Red Shoes and the Seven Dwarfs,"Animation,Romance,Family",2019-07-25
BPM (Beats per Minute),Drama,2017-08-23
Godzilla vs. Kong,"Action,Fantasy,Science Fiction",2021-03-24
Divines,Drama,2016-08-31
Day & Night,"Animation,Family",2010-06-17
Awakenings,Drama,1990-12-04
The Dinner Game,Comedy,1998-04-15
Stalag 17,"War,Comedy,Thriller",1953-05-29
The Trial of the Chicago 7,"Drama,History",2020-09-25
The Batman,"Crime,Mystery,Thriller",2022-03-01
Mother,"Crime,Drama,Mystery,Thriller",2009-05-28
Fiddler on the Roof,"Drama,Romance",1971-11-03
Rain Man,Drama,1988-12-11
Z-O-M-B-I-E-S 2,"Music,Romance,TV Movie",2020-06-13
Onibaba,"Horror,Drama",1964-11-21
Sound of Metal,"Drama,Music",2020-11-20
"Duck, You Sucker",Western,1971-10-20
Corpus Christi,Drama,2019-09-10
El Infierno,"Drama,Crime,Comedy",2010-09-03
I'm No Longer Here,Drama,2019-10-21
The Hustler,Drama,1961-09-25
Die Hard,"Action,Thriller",1988-07-15
"I, Daniel Blake",Drama,2016-10-21
My Mom is a Character,Comedy,2013-06-21
Geri's Game,"Animation,Family",1997-11-24
Accattone,Drama,1961-09-25
The Celebration,Drama,1998-06-19
The Turin Horse,Drama,2011-02-15
The Searchers,Western,1956-05-07
The Blues Brothers,"Music,Comedy,Action,Crime",1980-06-16
Big Hero 6,"Adventure,Family,Animation,Action,Comedy",2014-10-24
A Walk to Remember,"Drama,Romance",2002-01-25
Misery,"Drama,Thriller",1990-11-30
Platoon,"Drama,War,Action",1986-12-19
Mystic River,"Thriller,Crime,Drama,Mystery",2003-01-01
Two Is a Family,"Drama,Comedy",2016-12-07
Zootopia,"Animation,Adventure,Family,Comedy",2016-02-11
Pan's Labyrinth,"Fantasy,Drama,War",2006-10-10
Ali: Fear Eats the Soul,"Romance,Drama",1974-06-05
Ip Man,"Drama,Action,History",2008-12-12
Sword Art Online: The Movie – Ordinal Scale,"Animation,Action,Adventure,Fantasy,Romance,Science Fiction",2017-02-18
Back to the Future Part II,"Adventure,Comedy,Family,Science Fiction",1989-11-22
Ricky Gervais: Humanity,Comedy,2018-03-13
The Shadow in My Eye,"War,Drama,History",2021-10-28
Tod@s Caen,Comedy,2019-08-30
Kwaidan,"Fantasy,Horror,Drama",1964-12-29
The Ten Commandments,"Drama,History",1956-10-05
Still Walking,"Drama,Family",2008-06-28
Time of the Gypsies,"Drama,Comedy,Crime,Fantasy",1988-12-21
Barbie in The 12 Dancing Princesses,"Animation,Family",2006-09-19
Beauty and the Beast,"Romance,Family,Animation,Fantasy",1991-10-22
Scent of a Woman,Drama,1992-12-23
The Straight Story,Drama,1999-10-15
The Hateful Eight,"Drama,Mystery,Western",2015-12-25
The King's Speech,"Drama,History",2010-11-26
The Spirit of the Beehive,"Drama,Fantasy",1973-10-08
Philadelphia,Drama,1993-12-22
My Friends Act II,Comedy,1982-12-22
Cléo from 5 to 7,Drama,1962-04-11
Slumdog Millionaire,"Drama,Romance",2008-11-12
The Broken Circle Breakdown,Drama,2012-10-09
Dave Chappelle: The Age of Spin,Comedy,2017-03-21
The Red Balloon,"Comedy,Drama,Family,Fantasy",1956-08-24
Strangers on a Train,"Crime,Thriller,Mystery",1951-06-27
Fantastic Planet,"Animation,Science Fiction",1973-12-01
Harry Potter and the Chamber of Secrets,"Adventure,Fantasy",2002-11-13
Sleuth,"Mystery,Thriller,Crime",1972-12-10
The Traitor,"Drama,Crime,Thriller",2019-05-23
Underground,"Comedy,Drama,War",1995-04-11
System Crasher,Drama,2019-09-19
Ponyo,"Animation,Fantasy,Family",2008-07-19
Mildred Pierce,"Crime,Drama",1945-10-20
The Tenant,"Thriller,Horror,Drama",1976-05-26
Nosferatu,"Fantasy,Horror",1922-02-16
Fallen Angels,"Action,Romance,Crime",1995-09-06
The Killer,"Action,Crime,Drama,Thriller",1989-07-06
Hotel Rwanda,"Drama,History,War",2004-03-04
Sweet Smell of Success,Drama,1957-07-04
Magnolia,Drama,1999-12-10
The Big Heat,"Crime,Drama,Thriller",1953-10-14
The Leopard,Drama,1963-03-28
Cat on a Hot Tin Roof,"Drama,Romance",1958-08-29
Wrath of Man,"Action,Crime,Thriller",2021-04-22
Charade,"Comedy,Mystery,Romance",1963-12-05
Stagecoach,"Western,Adventure,Action,Drama,Romance",1939-03-03
Heroic Losers,"Comedy,Thriller",2019-08-15
For Love and Gold,"Adventure,Comedy",1966-04-07
Harvey,"Comedy,Fantasy",1950-12-04
Another Round,"Comedy,Drama",2020-09-24
The Big Bad Fox and Other Tales,"Family,Animation,Comedy",2017-06-21
The Exorcist,Horror,1973-12-26
The Chorus,Drama,2004-03-17
My Night at Maud's,"Romance,Comedy,Drama",1969-06-04
The Sound of Music,"Drama,Family,Music,Romance",1965-03-29
In the Heat of the Night,"Crime,Drama,Mystery,Thriller",1967-08-02
Edward Scissorhands,"Fantasy,Drama,Romance",1990-12-05
A Werewolf Boy,"Romance,Fantasy",2012-10-31
12 Angry Men,"Crime,Drama,TV Movie",1997-08-17
Hunt for the Wilderpeople,"Adventure,Comedy,Drama",2016-03-31
Fireworks,"Crime,Drama",1997-11-05
Tangerines,"Drama,War",2013-10-16
The Avengers,"Science Fiction,Action,Adventure",2012-04-25
Out of the Past,"Crime,Drama,Romance,Thriller",1947-11-25
The Wrong Trousers,"Animation,Comedy,Family",1993-12-17
Azur & Asmar: The Princes' Quest,"Animation,Family",2006-05-21
Harry Potter and the Half-Blood Prince,"Adventure,Fantasy",2009-07-07
A Streetcar Named Desire,Drama,1951-09-18
One Cut of the Dead,"Comedy,Horror",2017-11-04
Rush,"Drama,Action",2013-09-02
Scarlet Street,"Drama,Thriller,Crime",1945-12-25
Kuch Kuch Hota Hai,"Romance,Drama",1998-10-16
All the President's Men,"Drama,History,Mystery,Thriller",1976-01-18
Embrace of the Serpent,"Drama,Adventure",2015-05-25
Cowboy Bebop: The Movie,"Action,Animation,Science Fiction",2001-09-01
The Conformist,Drama,1970-10-21
Breakfast at Tiffany's,"Comedy,Romance",1961-10-06
The Man from Nowhere,"Action,Thriller,Crime",2010-08-04
Shrek,"Animation,Comedy,Fantasy,Adventure,Family",2001-05-18
Three Colors: Blue,Drama,1993-09-08
Laurence Anyways,"Drama,Romance",2012-05-18
The Incredibles,"Action,Adventure,Animation,Family",2004-10-27
Andhadhun,"Crime,Thriller,Comedy",2018-10-05
Viridiana,Drama,1961-05-17
PK,"Comedy,Drama,Adventure",2014-12-18
Don Camillo,Comedy,1952-03-28
Batman Begins,"Action,Crime,Drama",2005-06-10
Moonrise Kingdom,"Comedy,Drama,Romance",2012-05-16
Spirit: Stallion of the Cimarron,"Western,Animation,Adventure,Comedy,Family,Drama",2002-05-24
Feel the Beat,"Comedy,Music,Drama",2020-06-19
Harry Potter and the Order of the Phoenix,"Adventure,Fantasy,Mystery",2007-06-28
Brazil,"Comedy,Science Fiction",1985-02-20
To All the Boys I've Loved Before,"Comedy,Romance",2018-08-16
All the Bright Places,"Romance,Drama",2020-02-28
A Charlie Brown Christmas,"Animation,Family,Comedy,TV Movie",1965-12-09
Angels with Dirty Faces,"Crime,Drama,Thriller",1938-11-26
High Noon,"Western,Thriller",1952-06-09
"Germany, Year Zero","War,Drama",1948-12-01
Sonic the Hedgehog 2,"Action,Adventure,Family,Comedy",2022-03-30
Nightcrawler,"Crime,Drama,Thriller",2014-10-23
Free Fall,"Drama,Romance",2013-05-27
The Warriors,"Action,Thriller",1979-02-09
Laura,"Drama,Mystery",1944-10-11
Mississippi Burning,"Drama,Thriller,Crime,History,Mystery",1988-12-08
"Black Cat, White Cat","Comedy,Romance,Crime",1998-06-01
The Sacrifice,Drama,1986-05-09
I Vitelloni,"Comedy,Drama",1953-09-17
The Sicilian Clan,Crime,1969-12-01
The Big Sleep,"Crime,Mystery,Thriller",1946-08-23
The Killing,"Crime,Drama,Thriller",1956-06-06
To All the Boys: Always and Forever,"Romance,Comedy,Drama",2021-02-12
"The Gangster, the Cop, the Devil","Crime,Action,Adventure",2019-05-15
The Gentlemen,"Crime,Action,Comedy",2019-11-14
The Young Girls of Rochefort,"Romance,Comedy,Drama",1967-03-08
Fried Green Tomatoes,"Drama,Comedy",1991-12-27
Spies in Disguise,"Animation,Action,Adventure,Comedy,Family",2019-12-04
Il Divo,Drama,2008-05-28
The Rules of the Game,"Drama,Comedy,Romance",1939-07-09
Stand and Deliver,Drama,1988-03-11
Black Narcissus,Drama,1947-05-26
Victoria,"Crime,Thriller,Romance",2015-06-11
Dreams,"Fantasy,Drama",1990-05-11
Hair Love,"Animation,Family,Drama",2019-08-14
Captain America: The Winter Soldier,"Action,Adventure,Science Fiction",2014-03-20
Evangelion: 1.0 You Are (Not) Alone,"Animation,Science Fiction,Action,Drama",2007-09-01
Memoirs of a Geisha,"Drama,Romance,History",2005-12-06
The Bridges of Madison County,"Drama,Romance",1995-05-28
Roma,Drama,2018-08-25
Encanto,"Animation,Comedy,Family,Fantasy",2021-11-24
What's Eating Gilbert Grape,"Romance,Drama",1993-12-17
White Heat,"Crime,Drama,Thriller",1949-09-02
2 Hearts,"Romance,Drama",2020-10-16
Boys,Drama,2014-01-08
Eddie Murphy: Delirious,"Comedy,TV Movie",1983-08-17
Shang-Chi and the Legend of the Ten Rings,"Action,Adventure,Fantasy",2021-09-01
All About My Mother,"Comedy,Drama",1999-04-16
Kubo and the Two Strings,"Animation,Adventure,Family",2016-08-18
"Steamboat Bill, Jr.","Comedy,Drama,Family,Romance",1928-05-09
Who Am I,Thriller,2014-09-25
A Movie of Eggs,"Animation,Comedy",2006-04-21
The Martian,"Drama,Adventure,Science Fiction",2015-09-30
Winter Sleep,Drama,2014-06-13
Instructions Not Included,"Comedy,Drama",2013-07-20
Jean de Florette,Drama,1986-08-27
How to Train Your Dragon 2,"Fantasy,Action,Adventure,Animation,Comedy,Family",2014-06-05
